With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.52548275     0.47314679    
25.500000 60.500000 0.500000 732.206726      1.56535  28.631378      59.082520    
30.500000 60.500000 0.500000 206.515594     -0.09099  33.624526      58.820840    
35.500000 60.500000 0.500000 9.820000     -1.34849  38.617674      58.559160    
40.500000 60.500000 0.500000 9.652200     -1.38028  43.610821      58.297481    
45.500000 60.500000 0.500000 0.623300     -1.63285  48.603969      58.035801    
50.500000 60.500000 0.500000 33.473301     -1.02048  53.597117      57.774121    
55.500000 60.500000 0.500000 99.806702     -0.65495  58.590265      57.512441    
60.500000 60.500000 0.500000 107.618896     -0.60151  63.583412      57.250762    
65.500000 60.500000 0.500000 16.951099     -1.15644  68.576560      56.989082    
70.500000 60.500000 0.500000 30.120001     -1.05265  73.569708      56.727402    
75.500000 60.500000 0.500000 27.398899     -1.09732  78.562855      56.465722    
80.500000 60.500000 0.500000 16.741100     -1.16876  83.556003      56.204042    
85.500000 60.500000 0.500000 12.490000     -1.24672  88.549151      55.942363    
90.500000 60.500000 0.500000 67.355598     -0.83716  93.542298      55.680683    
95.500000 60.500000 0.500000 552.625488      1.05265  98.535446      55.419003    
0.500000 65.500000 0.500000 62.631699     -0.90117  3.9273199      65.384067    
5.500000 65.500000 0.500000 210.228897     -0.05957  8.9204675      65.122387    
10.500000 65.500000 0.500000 162.449997     -0.31534  13.913615      64.860707    
15.500000 65.500000 0.500000 799.637817      1.73636  18.906763      64.599027    
20.500000 65.500000 0.500000 1165.308838      3.02334  23.899911      64.337347    
25.500000 65.500000 0.500000 770.022217      1.60953  28.893058      64.075668    
30.500000 65.500000 0.500000 66.467796     -0.87330  33.886206      63.813988    
35.500000 65.500000 0.500000 2.067800     -1.56535  38.879354      63.552308    
40.500000 65.500000 0.500000 0.000000     -2.20435  43.872501      63.290628    
45.500000 65.500000 0.500000 9.021100     -1.41353  48.865649      63.028949    
50.500000 65.500000 0.500000 11.741100     -1.26047  53.858797      62.767269    
55.500000 65.500000 0.500000 3.016700     -1.54436  58.851944      62.505589    
60.500000 65.500000 0.500000 127.693298     -0.47120  63.845092      62.243909    
65.500000 65.500000 0.500000 262.898895      0.13514  68.838240      61.982229    
70.500000 65.500000 0.500000 72.142197     -0.80209  73.831387      61.720550    
75.500000 65.500000 0.500000 97.559998     -0.67056  78.824535      61.458870    
80.500000 65.500000 0.500000 70.834396     -0.81950  83.817683      61.197190    
85.500000 65.500000 0.500000 86.495598     -0.75125  88.810830      60.935510    
90.500000 65.500000 0.500000 529.451111      0.96909  93.803978      60.673831    
95.500000 65.500000 0.500000 570.859009      1.13232  98.797126      60.412151    
0.500000 70.500000 0.500000 43.395000     -0.93945  4.1889997      70.377214    
5.500000 70.500000 0.500000 139.626694     -0.40905  9.1821473      70.115534    
10.500000 70.500000 0.500000 433.512207      0.69429  14.175295      69.853855    
15.500000 70.500000 0.500000 579.325500      1.16876  19.168443      69.592175    
20.500000 70.500000 0.500000 908.198914      2.13821  24.161590      69.330495    
25.500000 70.500000 0.500000 186.937805     -0.20509  29.154738      69.068815    
30.500000 70.500000 0.500000 0.000000     -1.76538  34.147886      68.807136    
35.500000 70.500000 0.500000 0.000000     -1.79597  39.141033      68.545456    
40.500000 70.500000 0.500000 6.222200     -1.44842  44.134181      68.283776    
45.500000 70.500000 0.500000 53.447800     -0.92014  49.127329      68.022096    
50.500000 70.500000 0.500000 167.692200     -0.29565  54.120476      67.760416    
55.500000 70.500000 0.500000 196.081100     -0.16683  59.113624      67.498737    
60.500000 70.500000 0.500000 361.397797      0.49231  64.106772      67.237057    
65.500000 70.500000 0.500000 530.489990      0.98933  69.099919      66.975377    
70.500000 70.500000 0.500000 475.320007      0.83716  74.093067      66.713697    
75.500000 70.500000 0.500000 241.837799      0.07213  79.086215      66.452018    
80.500000 70.500000 0.500000 356.615601      0.47120  84.079362      66.190338    
85.500000 70.500000 0.500000 472.474487      0.81077  89.072510      65.928658    
90.500000 70.500000 0.500000 289.886688      0.25658  94.065658      65.666978    
95.500000 70.500000 0.500000 160.438904     -0.32194  99.058805      65.405298    
0.500000 75.500000 0.500000 200.315002     -0.14147  4.4506794      75.370362    
5.500000 75.500000 0.500000 102.375603     -0.63950  9.4438271      75.108682    
10.500000 75.500000 0.500000 187.101105     -0.19870  14.436975      74.847002    
15.500000 75.500000 0.500000 594.633423      1.19394  19.430122      74.585323    
20.500000 75.500000 0.500000 637.747803      1.31801  24.423270      74.323643    
25.500000 75.500000 0.500000 0.000000     -1.82833  29.416418      74.061963    
30.500000 75.500000 0.500000 0.000000     -1.86273  34.409565      73.800283    
35.500000 75.500000 0.500000 11.032200     -1.30322  39.402713      73.538603    
40.500000 75.500000 0.500000 112.765602     -0.57174  44.395861      73.276924    
45.500000 75.500000 0.500000 400.736694      0.62419  49.389008      73.015244    
50.500000 75.500000 0.500000 443.401093      0.72655  54.382156      72.753564    
55.500000 75.500000 0.500000 471.752197      0.80209  59.375304      72.491884    
60.500000 75.500000 0.500000 344.989990      0.42272  64.368452      72.230205    
65.500000 75.500000 0.500000 282.286713      0.23720  69.361599      71.968525    
70.500000 75.500000 0.500000 269.575592      0.15414  74.354747      71.706845    
75.500000 75.500000 0.500000 344.885590      0.41588  79.347895      71.445165    
80.500000 75.500000 0.500000 475.114502      0.82830  84.341042      71.183485    
85.500000 75.500000 0.500000 544.807922      1.02048  89.334190      70.921806    
90.500000 75.500000 0.500000 596.428894      1.21991  94.327338      70.660126    
95.500000 75.500000 0.500000 200.982193     -0.12882  99.320485      70.398446    
0.500000 80.500000 0.500000 101.898300     -0.64720  4.7123592      80.363510    
5.500000 80.500000 0.500000 99.077797     -0.66274  9.7055069      80.101830    
10.500000 80.500000 0.500000 179.413300     -0.25658  14.698655      79.840150    
15.500000 80.500000 0.500000 554.612183      1.07472  19.691802      79.578470    
20.500000 80.500000 0.500000 276.581085      0.18593  24.684950      79.316790    
25.500000 80.500000 0.500000 0.000000     -2.28182  29.678098      79.055111    
30.500000 80.500000 0.500000 0.000000     -1.70874  34.671245      78.793431    
35.500000 80.500000 0.500000 0.885600     -1.60953  39.664393      78.531751    
40.500000 80.500000 0.500000 214.998901     -0.04074  44.657541      78.270071    
45.500000 80.500000 0.500000 349.211090      0.45029  49.650688      78.008392    
50.500000 80.500000 0.500000 383.953308      0.57913  54.643836      77.746712    
55.500000 80.500000 0.500000 71.201103     -0.81077  59.636984      77.485032    
60.500000 80.500000 0.500000 208.059998     -0.08470  64.630131      77.223352    
65.500000 80.500000 0.500000 325.918915      0.35512  69.623279      76.961672    
70.500000 80.500000 0.500000 655.867798      1.34849  74.616427      76.699993    
75.500000 80.500000 0.500000 230.694397      0.02193  79.609574      76.438313    
80.500000 80.500000 0.500000 250.077805      0.08470  84.602722      76.176633    
85.500000 80.500000 0.500000 294.077789      0.27606  89.595870      75.914953    
90.500000 80.500000 0.500000 180.245605     -0.25011  94.589017      75.653274    
95.500000 80.500000 0.500000 124.233398     -0.49940  99.582165      75.391594    
0.500000 85.500000 0.500000 42.384998     -0.96909  4.9740390      85.356657    
5.500000 85.500000 0.500000 95.226700     -0.68634  9.9671867      85.094977    
10.500000 85.500000 0.500000 294.558899      0.28258  14.960334      84.833298    
15.500000 85.500000 0.500000 579.844421      1.18126  19.953482      84.571618    
20.500000 85.500000 0.500000 463.066589      0.77642  24.946630      84.309938    
25.500000 85.500000 0.500000 0.000000     -2.13821  29.939777      84.048258    
30.500000 85.500000 0.500000 0.000000     -1.98181  34.932925      83.786579    
35.500000 85.500000 0.500000 1.255600     -1.58706  39.926073      83.524899    
40.500000 85.500000 0.500000 333.195496      0.38195  44.919220      83.263219    
45.500000 85.500000 0.500000 65.441101     -0.88251  49.912368      83.001539    
50.500000 85.500000 0.500000 123.779999     -0.50651  54.905516      82.739859    
55.500000 85.500000 0.500000 113.837799     -0.55704  59.898663      82.478180    
60.500000 85.500000 0.500000 66.779999     -0.85509  64.891811      82.216500    
65.500000 85.500000 0.500000 391.724487      0.60904  69.884959      81.954820    
70.500000 85.500000 0.500000 86.783302     -0.74297  74.878106      81.693140    
75.500000 85.500000 0.500000 219.607803     -0.01567  79.871254      81.431461    
80.500000 85.500000 0.500000 372.963287      0.52800  84.864402      81.169781    
85.500000 85.500000 0.500000 106.779999     -0.61660  89.857549      80.908101    
90.500000 85.500000 0.500000 27.664400     -1.08595  94.850697      80.646421    
95.500000 85.500000 0.500000 132.472198     -0.45724  99.843845      80.384741    
0.500000 90.500000 0.500000 208.494995     -0.07213  5.2357188      90.349805    
5.500000 90.500000 0.500000 281.403290      0.22433  10.228866      90.088125    
10.500000 90.500000 0.500000 249.135605      0.07841  15.222014      89.826445    
15.500000 90.500000 0.500000 850.858887      1.98181  20.215162      89.564766    
20.500000 90.500000 0.500000 442.529999      0.71842  25.208309      89.303086    
25.500000 90.500000 0.500000 18.626699     -1.14430  30.201457      89.041406    
30.500000 90.500000 0.500000 0.015600     -1.68236  35.194605      88.779726    
35.500000 90.500000 0.500000 41.308899     -0.97916  40.187752      88.518046    
40.500000 90.500000 0.500000 121.901100     -0.52081  45.180900      88.256367    
45.500000 90.500000 0.500000 175.411102     -0.26956  50.174048      87.994687    
50.500000 90.500000 0.500000 204.263397     -0.09729  55.167196      87.733007    
55.500000 90.500000 0.500000 138.891098     -0.42272  60.160343      87.471327    
60.500000 90.500000 0.500000 142.233307     -0.40225  65.153491      87.209648    
65.500000 90.500000 0.500000 214.498901     -0.04702  70.146639      86.947968    
70.500000 90.500000 0.500000 39.972198     -0.98933  75.139786      86.686288    
75.500000 90.500000 0.500000 37.512199     -1.00999  80.132934      86.424608    
