With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.54167522     0.45451948    
5.500000 15.500000 0.500000 172.673294     -0.27606  6.8299848      14.961661    
10.500000 15.500000 0.500000 87.331100     -0.72655  11.810958      14.525883    
15.500000 15.500000 0.500000 186.407806     -0.21150  16.791932      14.090104    
20.500000 15.500000 0.500000 118.986702     -0.54246  21.772905      13.654325    
25.500000 15.500000 0.500000 208.202194     -0.07841  26.753879      13.218546    
30.500000 15.500000 0.500000 676.192322      1.44842  31.734852      12.782768    
35.500000 15.500000 0.500000 554.272217      1.06362  36.715826      12.346989    
40.500000 15.500000 0.500000 558.902222      1.10884  41.696799      11.911210    
45.500000 15.500000 0.500000 272.997803      0.16683  46.677773      11.475432    
50.500000 15.500000 0.500000 81.733299     -0.75959  51.658746      11.039653    
55.500000 15.500000 0.500000 313.634399      0.31534  56.639720      10.603874    
60.500000 15.500000 0.500000 145.955597     -0.38195  61.620693      10.168095    
65.500000 15.500000 0.500000 191.756699     -0.17956  66.601667      9.7323167    
70.500000 15.500000 0.500000 113.223297     -0.56437  71.582640      9.2965380    
75.500000 15.500000 0.500000 87.401100     -0.71842  76.563614      8.8607593    
80.500000 15.500000 0.500000 191.653305     -0.19231  81.544587      8.4249806    
85.500000 15.500000 0.500000 343.973389      0.40905  86.525561      7.9892019    
90.500000 15.500000 0.500000 90.415604     -0.71033  91.506534      7.5534232    
95.500000 15.500000 0.500000 341.132202      0.40225  96.487508      7.1176445    
0.500000 20.500000 0.500000 633.525024      1.30322  2.2847901      20.378413    
5.500000 20.500000 0.500000 667.548889      1.39671  7.2657636      19.942635    
10.500000 20.500000 0.500000 482.946686      0.86416  12.246737      19.506856    
15.500000 20.500000 0.500000 770.286682      1.63285  17.227711      19.071077    
20.500000 20.500000 0.500000 294.677795      0.28911  22.208684      18.635299    
25.500000 20.500000 0.500000 305.768890      0.29565  27.189658      18.199520    
30.500000 20.500000 0.500000 479.667786      0.84609  32.170631      17.763741    
35.500000 20.500000 0.500000 605.803284      1.23320  37.151604      17.327962    
40.500000 20.500000 0.500000 218.581100     -0.02193  42.132578      16.892184    
45.500000 20.500000 0.500000 443.858887      0.73474  47.113551      16.456405    
50.500000 20.500000 0.500000 224.752197      0.00940  52.094525      16.020626    
55.500000 20.500000 0.500000 357.417786      0.47821  57.075498      15.584848    
60.500000 20.500000 0.500000 329.866608      0.36850  62.056472      15.149069    
65.500000 20.500000 0.500000 0.000000     -1.93901  67.037445      14.713290    
70.500000 20.500000 0.500000 9.778900     -1.36421  72.018419      14.277511    
75.500000 20.500000 0.500000 252.237793      0.09729  76.999392      13.841733    
80.500000 20.500000 0.500000 459.354401      0.75959  81.980366      13.405954    
85.500000 20.500000 0.500000 150.772202     -0.37522  86.961339      12.970175    
90.500000 20.500000 0.500000 277.854401      0.20509  91.942313      12.534397    
95.500000 20.500000 0.500000 358.205505      0.48525  96.923286      12.098618    
0.500000 25.500000 0.500000 943.635010      2.37603  2.7205688      25.359387    
5.500000 25.500000 0.500000 804.471130      1.76538  7.7015423      24.923608    
10.500000 25.500000 0.500000 659.869995      1.36421  12.682516      24.487830    
15.500000 25.500000 0.500000 556.913330      1.08595  17.663489      24.052051    
20.500000 25.500000 0.500000 346.709991      0.43646  22.644463      23.616272    
25.500000 25.500000 0.500000 80.099998     -0.77642  27.625436      23.180493    
30.500000 25.500000 0.500000 499.897797      0.89180  32.606410      22.744715    
35.500000 25.500000 0.500000 720.216675      1.52403  37.587383      22.308936    
40.500000 25.500000 0.500000 350.205505      0.45724  42.568357      21.873157    
45.500000 25.500000 0.500000 530.035522      0.97916  47.549330      21.437379    
50.500000 25.500000 0.500000 468.263306      0.78492  52.530304      21.001600    
55.500000 25.500000 0.500000 440.191101      0.71033  57.511277      20.565821    
60.500000 25.500000 0.500000 281.331085      0.21791  62.492251      20.130042    
65.500000 25.500000 0.500000 104.641098     -0.62419  67.473224      19.694264    
70.500000 25.500000 0.500000 14.106700     -1.23320  72.454198      19.258485    
75.500000 25.500000 0.500000 144.353302     -0.38870  77.435171      18.822706    
80.500000 25.500000 0.500000 197.258896     -0.16048  82.416145      18.386928    
85.500000 25.500000 0.500000 136.416702     -0.42958  87.397118      17.951149    
90.500000 25.500000 0.500000 152.614395     -0.36180  92.378092      17.515370    
95.500000 25.500000 0.500000 152.516693     -0.36850  97.359065      17.079591    
0.500000 30.500000 0.500000 320.226715      0.33517  3.1563475      30.340360    
5.500000 30.500000 0.500000 781.194519      1.70874  8.1373210      29.904582    
10.500000 30.500000 0.500000 594.945618      1.20682  13.118294      29.468803    
15.500000 30.500000 0.500000 546.493408      1.03109  18.099268      29.033024    
20.500000 30.500000 0.500000 647.992188      1.33310  23.080241      28.597246    
25.500000 30.500000 0.500000 0.000000     -2.49771  28.061215      28.161467    
30.500000 30.500000 0.500000 570.921082      1.14430  33.042188      27.725688    
35.500000 30.500000 0.500000 943.423279      2.28182  38.023162      27.289909    
40.500000 30.500000 0.500000 569.085571      1.12050  43.004135      26.854131    
45.500000 30.500000 0.500000 108.952202     -0.58656  47.985109      26.418352    
50.500000 30.500000 0.500000 377.399994      0.55704  52.966082      25.982573    
55.500000 30.500000 0.500000 184.411102     -0.21791  57.947056      25.546795    
60.500000 30.500000 0.500000 626.222290      1.26047  62.928029      25.111016    
65.500000 30.500000 0.500000 528.228882      0.94924  67.909003      24.675237    
70.500000 30.500000 0.500000 696.080017      1.50432  72.889976      24.239458    
75.500000 30.500000 0.500000 438.438812      0.70229  77.870950      23.803680    
80.500000 30.500000 0.500000 825.535522      1.89949  82.851923      23.367901    
85.500000 30.500000 0.500000 195.571106     -0.17319  87.832897      22.932122    
90.500000 30.500000 0.500000 0.000000     -2.02859  92.813870      22.496344    
95.500000 30.500000 0.500000 0.000000     -2.08028  97.794844      22.060565    
0.500000 35.500000 0.500000 662.445007      1.38028  3.5921262      35.321334    
5.500000 35.500000 0.500000 338.700012      0.38870  8.5730997      34.885555    
10.500000 35.500000 0.500000 496.092194      0.88251  13.554073      34.449776    
15.500000 35.500000 0.500000 445.892212      0.75125  18.535047      34.013998    
20.500000 35.500000 0.500000 490.066711      0.87330  23.516020      33.578219    
25.500000 35.500000 0.500000 469.837708      0.79348  28.496994      33.142440    
30.500000 35.500000 0.500000 820.145630      1.86273  33.477967      32.706662    
35.500000 35.500000 0.500000 721.133423      1.54436  38.458941      32.270883    
40.500000 35.500000 0.500000 419.187805      0.65495  43.439914      31.835104    
45.500000 35.500000 0.500000 96.012199     -0.67843  48.420888      31.399326    
50.500000 35.500000 0.500000 135.607803     -0.43646  53.401861      30.963547    
55.500000 35.500000 0.500000 157.479996     -0.34845  58.382835      30.527768    
60.500000 35.500000 0.500000 282.026703      0.23076  63.363808      30.091989    
65.500000 35.500000 0.500000 628.464417      1.27446  68.344782      29.656211    
70.500000 35.500000 0.500000 380.188812      0.56437  73.325755      29.220432    
75.500000 35.500000 0.500000 504.958893      0.91061  78.306729      28.784653    
80.500000 35.500000 0.500000 745.307678      1.58706  83.287702      28.348875    
85.500000 35.500000 0.500000 674.889893      1.41353  88.268676      27.913096    
90.500000 35.500000 0.500000 191.685593     -0.18593  93.249649      27.477317    
95.500000 35.500000 0.500000 24.378901     -1.10884  98.230623      27.041538    
0.500000 40.500000 0.500000 283.859985      0.25011  4.0279049      40.302307    
5.500000 40.500000 0.500000 267.544403      0.14780  9.0088784      39.866529    
10.500000 40.500000 0.500000 124.724503     -0.49231  13.989852      39.430750    
15.500000 40.500000 0.500000 126.336700     -0.48525  18.970825      38.994971    
20.500000 40.500000 0.500000 204.091095     -0.10358  23.951799      38.559193    
25.500000 40.500000 0.500000 293.524506      0.26307  28.932772      38.123414    
30.500000 40.500000 0.500000 557.384521      1.09732  33.913746      37.687635    
35.500000 40.500000 0.500000 819.033386      1.82833  38.894719      37.251856    
40.500000 40.500000 0.500000 876.262207      2.02859  43.875693      36.816078    
45.500000 40.500000 0.500000 159.712204     -0.33517  48.856666      36.380299    
50.500000 40.500000 0.500000 155.172195     -0.35512  53.837640      35.944520    
55.500000 40.500000 0.500000 348.921112      0.44337  58.818613      35.508742    
60.500000 40.500000 0.500000 397.273285      0.61660  63.799587      35.072963    
65.500000 40.500000 0.500000 263.113312      0.14147  68.780560      34.637184    
70.500000 40.500000 0.500000 80.419998     -0.76798  73.761534      34.201405    
75.500000 40.500000 0.500000 0.000000     -1.73636  78.742507      33.765627    
80.500000 40.500000 0.500000 30.223301     -1.04181  83.723481      33.329848    
85.500000 40.500000 0.500000 183.453293     -0.22433  88.704454      32.894069    
90.500000 40.500000 0.500000 217.036697     -0.02820  93.685428      32.458291    
95.500000 40.500000 0.500000 9.561100     -1.39671  98.666401      32.022512    
0.500000 45.500000 0.500000 259.290009      0.12250  4.4636836      45.283281    
5.500000 45.500000 0.500000 134.901093     -0.44337  9.4446571      44.847502    
10.500000 45.500000 0.500000 134.422195     -0.45029  14.425631      44.411723    
15.500000 45.500000 0.500000 233.891098      0.03447  19.406604      43.975945    
20.500000 45.500000 0.500000 369.962189      0.51365  24.387578      43.540166    
25.500000 45.500000 0.500000 632.985596      1.28871  29.368551      43.104387    
30.500000 45.500000 0.500000 684.366577      1.46654  34.349525      42.668609    
35.500000 45.500000 0.500000 675.041077      1.43076  39.330498      42.232830    
40.500000 45.500000 0.500000 508.486694      0.92975  44.311472      41.797051    
45.500000 45.500000 0.500000 119.627800     -0.53522  49.292445      41.361273    
50.500000 45.500000 0.500000 323.596710      0.34845  54.273419      40.925494    
55.500000 45.500000 0.500000 274.037811      0.17319  59.254392      40.489715    
60.500000 45.500000 0.500000 352.788910      0.46421  64.235366      40.053936    
65.500000 45.500000 0.500000 328.128906      0.36180  69.216339      39.618158    
70.500000 45.500000 0.500000 142.736694     -0.39546  74.197312      39.182379    
75.500000 45.500000 0.500000 182.516693     -0.23076  79.178286      38.746600    
80.500000 45.500000 0.500000 202.179993     -0.12250  84.159259      38.310822    
85.500000 45.500000 0.500000 212.113297     -0.05329  89.140233      37.875043    
90.500000 45.500000 0.500000 107.779999     -0.59402  94.121206      37.439264    
95.500000 45.500000 0.500000 4.686700     -1.48517  99.102180      37.003485    
0.500000 50.500000 0.500000 199.323303     -0.14780  4.8994623      50.264254    
5.500000 50.500000 0.500000 163.362198     -0.30877  9.8804358      49.828476    
10.500000 50.500000 0.500000 345.711090      0.42958  14.861409      49.392697    
15.500000 50.500000 0.500000 385.123413      0.58656  19.842383      48.956918    
20.500000 50.500000 0.500000 911.576721      2.20435  24.823356      48.521140    
25.500000 50.500000 0.500000 1020.445618      2.49771  29.804330      48.085361    
30.500000 50.500000 0.500000 513.162170      0.93945  34.785303      47.649582    
35.500000 50.500000 0.500000 370.543304      0.52081  39.766277      47.213803    
40.500000 50.500000 0.500000 127.517799     -0.47821  44.747250      46.778025    
45.500000 50.500000 0.500000 56.545601     -0.91061  49.728224      46.342246    
50.500000 50.500000 0.500000 171.891098     -0.28911  54.709197      45.906467    
55.500000 50.500000 0.500000 311.005615      0.30220  59.690171      45.470689    
60.500000 50.500000 0.500000 203.493301     -0.11619  64.671144      45.034910    
65.500000 50.500000 0.500000 3.492200     -1.50432  69.652118      44.599131    
70.500000 50.500000 0.500000 409.715607      0.63950  74.633091      44.163352    
75.500000 50.500000 0.500000 410.417786      0.64720  79.614065      43.727574    
80.500000 50.500000 0.500000 615.811096      1.24672  84.595038      43.291795    
85.500000 50.500000 0.500000 381.309998      0.57174  89.576012      42.856016    
90.500000 50.500000 0.500000 29.941099     -1.06362  94.556985      42.420238    
95.500000 50.500000 0.500000 18.742201     -1.13232  99.537959      41.984459    
0.500000 55.500000 0.500000 431.478302      0.68634  5.3352410      55.245228    
5.500000 55.500000 0.500000 199.285599     -0.15414  10.316215      54.809449    
10.500000 55.500000 0.500000 313.907806      0.32194  15.297188      54.373670    
15.500000 55.500000 0.500000 848.711121      1.93901  20.278162      53.937892    
20.500000 55.500000 0.500000 1021.297913      2.67379  25.259135      53.502113    
25.500000 55.500000 0.500000 808.152222      1.79597  30.240108      53.066334    
30.500000 55.500000 0.500000 695.593323      1.48517  35.221082      52.630556    
35.500000 55.500000 0.500000 172.298904     -0.28258  40.202055      52.194777    
40.500000 55.500000 0.500000 39.516701     -0.99961  45.183029      51.758998    
45.500000 55.500000 0.500000 20.670000     -1.12050  50.164002      51.323219    
50.500000 55.500000 0.500000 16.385599     -1.18126  55.144976      50.887441    
55.500000 55.500000 0.500000 70.065598     -0.82830  60.125949      50.451662    
60.500000 55.500000 0.500000 293.609985      0.26956  65.106923      50.015883    
65.500000 55.500000 0.500000 180.929993     -0.24365  70.087896      49.580105    
70.500000 55.500000 0.500000 256.683289      0.10989  75.068870      49.144326    
75.500000 55.500000 0.500000 276.936615      0.19231  80.049843      48.708547    
80.500000 55.500000 0.500000 165.742203     -0.30220  85.030817      48.272769    
85.500000 55.500000 0.500000 120.544403     -0.52800  90.011790      47.836990    
90.500000 55.500000 0.500000 0.000000     -3.02334  94.992764      47.401211    
95.500000 55.500000 0.500000 251.179993      0.09099  99.973737      46.965432    
0.500000 60.500000 0.500000 364.876709      0.50651  5.7710197      60.226201    
5.500000 60.500000 0.500000 130.824493     -0.46421  10.751993      59.790423    
10.500000 60.500000 0.500000 220.403305     -0.00313  15.732967      59.354644    
15.500000 60.500000 0.500000 904.667725      2.08028  20.713940      58.918865    
20.500000 60.500000 0.500000 780.570007      1.68236  25.694914      58.483087    
25.500000 60.500000 0.500000 732.206726      1.56535  30.675887      58.047308    
30.500000 60.500000 0.500000 206.515594     -0.09099  35.656861      57.611529    
35.500000 60.500000 0.500000 9.820000     -1.34849  40.637834      57.175750    
40.500000 60.500000 0.500000 9.652200     -1.38028  45.618808      56.739972    
45.500000 60.500000 0.500000 0.623300     -1.63285  50.599781      56.304193    
50.500000 60.500000 0.500000 33.473301     -1.02048  55.580755      55.868414    
55.500000 60.500000 0.500000 99.806702     -0.65495  60.561728      55.432636    
60.500000 60.500000 0.500000 107.618896     -0.60151  65.542702      54.996857    
65.500000 60.500000 0.500000 16.951099     -1.15644  70.523675      54.561078    
70.500000 60.500000 0.500000 30.120001     -1.05265  75.504649      54.125299    
75.500000 60.500000 0.500000 27.398899     -1.09732  80.485622      53.689521    
80.500000 60.500000 0.500000 16.741100     -1.16876  85.466596      53.253742    
85.500000 60.500000 0.500000 12.490000     -1.24672  90.447569      52.817963    
90.500000 60.500000 0.500000 67.355598     -0.83716  95.428543      52.382185    
95.500000 60.500000 0.500000 552.625488      1.05265  100.40952      51.946406    
0.500000 65.500000 0.500000 62.631699     -0.90117  6.2067985      65.207175    
5.500000 65.500000 0.500000 210.228897     -0.05957  11.187772      64.771396    
10.500000 65.500000 0.500000 162.449997     -0.31534  16.168745      64.335617    
15.500000 65.500000 0.500000 799.637817      1.73636  21.149719      63.899839    
20.500000 65.500000 0.500000 1165.308838      3.02334  26.130692      63.464060    
25.500000 65.500000 0.500000 770.022217      1.60953  31.111666      63.028281    
30.500000 65.500000 0.500000 66.467796     -0.87330  36.092639      62.592503    
35.500000 65.500000 0.500000 2.067800     -1.56535  41.073613      62.156724    
40.500000 65.500000 0.500000 0.000000     -2.20435  46.054586      61.720945    
45.500000 65.500000 0.500000 9.021100     -1.41353  51.035560      61.285166    
50.500000 65.500000 0.500000 11.741100     -1.26047  56.016533      60.849388    
55.500000 65.500000 0.500000 3.016700     -1.54436  60.997507      60.413609    
60.500000 65.500000 0.500000 127.693298     -0.47120  65.978480      59.977830    
65.500000 65.500000 0.500000 262.898895      0.13514  70.959454      59.542052    
70.500000 65.500000 0.500000 72.142197     -0.80209  75.940427      59.106273    
75.500000 65.500000 0.500000 97.559998     -0.67056  80.921401      58.670494    
80.500000 65.500000 0.500000 70.834396     -0.81950  85.902374      58.234715    
85.500000 65.500000 0.500000 86.495598     -0.75125  90.883348      57.798937    
90.500000 65.500000 0.500000 529.451111      0.96909  95.864321      57.363158    
95.500000 65.500000 0.500000 570.859009      1.13232  100.84529      56.927379    
0.500000 70.500000 0.500000 43.395000     -0.93945  6.6425772      70.188148    
5.500000 70.500000 0.500000 139.626694     -0.40905  11.623551      69.752370    
10.500000 70.500000 0.500000 433.512207      0.69429  16.604524      69.316591    
15.500000 70.500000 0.500000 579.325500      1.16876  21.585498      68.880812    
20.500000 70.500000 0.500000 908.198914      2.13821  26.566471      68.445034    
25.500000 70.500000 0.500000 186.937805     -0.20509  31.547445      68.009255    
30.500000 70.500000 0.500000 0.000000     -1.76538  36.528418      67.573476    
35.500000 70.500000 0.500000 0.000000     -1.79597  41.509392      67.137697    
40.500000 70.500000 0.500000 6.222200     -1.44842  46.490365      66.701919    
45.500000 70.500000 0.500000 53.447800     -0.92014  51.471339      66.266140    
50.500000 70.500000 0.500000 167.692200     -0.29565  56.452312      65.830361    
55.500000 70.500000 0.500000 196.081100     -0.16683  61.433286      65.394583    
60.500000 70.500000 0.500000 361.397797      0.49231  66.414259      64.958804    
65.500000 70.500000 0.500000 530.489990      0.98933  71.395233      64.523025    
70.500000 70.500000 0.500000 475.320007      0.83716  76.376206      64.087246    
75.500000 70.500000 0.500000 241.837799      0.07213  81.357180      63.651468    
80.500000 70.500000 0.500000 356.615601      0.47120  86.338153      63.215689    
85.500000 70.500000 0.500000 472.474487      0.81077  91.319127      62.779910    
90.500000 70.500000 0.500000 289.886688      0.25658  96.300100      62.344132    
95.500000 70.500000 0.500000 160.438904     -0.32194  101.28107      61.908353    
0.500000 75.500000 0.500000 200.315002     -0.14147  7.0783559      75.169122    
5.500000 75.500000 0.500000 102.375603     -0.63950  12.059329      74.733343    
10.500000 75.500000 0.500000 187.101105     -0.19870  17.040303      74.297564    
15.500000 75.500000 0.500000 594.633423      1.19394  22.021276      73.861786    
20.500000 75.500000 0.500000 637.747803      1.31801  27.002250      73.426007    
25.500000 75.500000 0.500000 0.000000     -1.82833  31.983223      72.990228    
30.500000 75.500000 0.500000 0.000000     -1.86273  36.964197      72.554450    
35.500000 75.500000 0.500000 11.032200     -1.30322  41.945170      72.118671    
40.500000 75.500000 0.500000 112.765602     -0.57174  46.926144      71.682892    
45.500000 75.500000 0.500000 400.736694      0.62419  51.907117      71.247113    
50.500000 75.500000 0.500000 443.401093      0.72655  56.888091      70.811335    
55.500000 75.500000 0.500000 471.752197      0.80209  61.869064      70.375556    
60.500000 75.500000 0.500000 344.989990      0.42272  66.850038      69.939777    
65.500000 75.500000 0.500000 282.286713      0.23720  71.831011      69.503999    
70.500000 75.500000 0.500000 269.575592      0.15414  76.811985      69.068220    
75.500000 75.500000 0.500000 344.885590      0.41588  81.792958      68.632441    
80.500000 75.500000 0.500000 475.114502      0.82830  86.773932      68.196662    
85.500000 75.500000 0.500000 544.807922      1.02048  91.754905      67.760884    
90.500000 75.500000 0.500000 596.428894      1.21991  96.735879      67.325105    
95.500000 75.500000 0.500000 200.982193     -0.12882  101.71685      66.889326    
0.500000 80.500000 0.500000 101.898300     -0.64720  7.5141346      80.150095    
5.500000 80.500000 0.500000 99.077797     -0.66274  12.495108      79.714317    
10.500000 80.500000 0.500000 179.413300     -0.25658  17.476082      79.278538    
15.500000 80.500000 0.500000 554.612183      1.07472  22.457055      78.842759    
20.500000 80.500000 0.500000 276.581085      0.18593  27.438029      78.406980    
25.500000 80.500000 0.500000 0.000000     -2.28182  32.419002      77.971202    
30.500000 80.500000 0.500000 0.000000     -1.70874  37.399976      77.535423    
35.500000 80.500000 0.500000 0.885600     -1.60953  42.380949      77.099644    
40.500000 80.500000 0.500000 214.998901     -0.04074  47.361923      76.663866    
45.500000 80.500000 0.500000 349.211090      0.45029  52.342896      76.228087    
50.500000 80.500000 0.500000 383.953308      0.57913  57.323869      75.792308    
55.500000 80.500000 0.500000 71.201103     -0.81077  62.304843      75.356530    
60.500000 80.500000 0.500000 208.059998     -0.08470  67.285816      74.920751    
65.500000 80.500000 0.500000 325.918915      0.35512  72.266790      74.484972    
70.500000 80.500000 0.500000 655.867798      1.34849  77.247763      74.049193    
75.500000 80.500000 0.500000 230.694397      0.02193  82.228737      73.613415    
80.500000 80.500000 0.500000 250.077805      0.08470  87.209710      73.177636    
85.500000 80.500000 0.500000 294.077789      0.27606  92.190684      72.741857    
90.500000 80.500000 0.500000 180.245605     -0.25011  97.171657      72.306079    
95.500000 80.500000 0.500000 124.233398     -0.49940  102.15263      71.870300    
0.500000 85.500000 0.500000 42.384998     -0.96909  7.9499133      85.131069    
5.500000 85.500000 0.500000 95.226700     -0.68634  12.930887      84.695290    
10.500000 85.500000 0.500000 294.558899      0.28258  17.911860      84.259511    
15.500000 85.500000 0.500000 579.844421      1.18126  22.892834      83.823733    
20.500000 85.500000 0.500000 463.066589      0.77642  27.873807      83.387954    
25.500000 85.500000 0.500000 0.000000     -2.13821  32.854781      82.952175    
30.500000 85.500000 0.500000 0.000000     -1.98181  37.835754      82.516397    
35.500000 85.500000 0.500000 1.255600     -1.58706  42.816728      82.080618    
40.500000 85.500000 0.500000 333.195496      0.38195  47.797701      81.644839    
45.500000 85.500000 0.500000 65.441101     -0.88251  52.778675      81.209060    
50.500000 85.500000 0.500000 123.779999     -0.50651  57.759648      80.773282    
55.500000 85.500000 0.500000 113.837799     -0.55704  62.740622      80.337503    
60.500000 85.500000 0.500000 66.779999     -0.85509  67.721595      79.901724    
65.500000 85.500000 0.500000 391.724487      0.60904  72.702569      79.465946    
70.500000 85.500000 0.500000 86.783302     -0.74297  77.683542      79.030167    
75.500000 85.500000 0.500000 219.607803     -0.01567  82.664516      78.594388    
80.500000 85.500000 0.500000 372.963287      0.52800  87.645489      78.158609    
85.500000 85.500000 0.500000 106.779999     -0.61660  92.626463      77.722831    
90.500000 85.500000 0.500000 27.664400     -1.08595  97.607436      77.287052    
95.500000 85.500000 0.500000 132.472198     -0.45724  102.58841      76.851273    
0.500000 90.500000 0.500000 208.494995     -0.07213  8.3856920      90.112042    
5.500000 90.500000 0.500000 281.403290      0.22433  13.366665      89.676264    
10.500000 90.500000 0.500000 249.135605      0.07841  18.347639      89.240485    
15.500000 90.500000 0.500000 850.858887      1.98181  23.328612      88.804706    
20.500000 90.500000 0.500000 442.529999      0.71842  28.309586      88.368927    
25.500000 90.500000 0.500000 18.626699     -1.14430  33.290559      87.933149    
30.500000 90.500000 0.500000 0.015600     -1.68236  38.271533      87.497370    
35.500000 90.500000 0.500000 41.308899     -0.97916  43.252506      87.061591    
40.500000 90.500000 0.500000 121.901100     -0.52081  48.233480      86.625813    
45.500000 90.500000 0.500000 175.411102     -0.26956  53.214453      86.190034    
50.500000 90.500000 0.500000 204.263397     -0.09729  58.195427      85.754255    
55.500000 90.500000 0.500000 138.891098     -0.42272  63.176400      85.318476    
60.500000 90.500000 0.500000 142.233307     -0.40225  68.157374      84.882698    
65.500000 90.500000 0.500000 214.498901     -0.04702  73.138347      84.446919    
70.500000 90.500000 0.500000 39.972198     -0.98933  78.119321      84.011140    
