With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.54952518     0.44499672    
80.500000 20.500000 0.500000 459.354401      0.75959  82.201846      11.973158    
85.500000 20.500000 0.500000 150.772202     -0.37522  87.174456      11.450515    
90.500000 20.500000 0.500000 277.854401      0.20509  92.147065      10.927873    
95.500000 20.500000 0.500000 358.205505      0.48525  97.119674      10.405231    
0.500000 25.500000 0.500000 943.635010      2.37603  3.1627367      25.308044    
5.500000 25.500000 0.500000 804.471130      1.76538  8.1353462      24.785402    
10.500000 25.500000 0.500000 659.869995      1.36421  13.107956      24.262759    
15.500000 25.500000 0.500000 556.913330      1.08595  18.080565      23.740117    
20.500000 25.500000 0.500000 346.709991      0.43646  23.053175      23.217475    
25.500000 25.500000 0.500000 80.099998     -0.77642  28.025784      22.694833    
30.500000 25.500000 0.500000 499.897797      0.89180  32.998394      22.172190    
35.500000 25.500000 0.500000 720.216675      1.52403  37.971003      21.649548    
40.500000 25.500000 0.500000 350.205505      0.45724  42.943613      21.126906    
45.500000 25.500000 0.500000 530.035522      0.97916  47.916222      20.604263    
50.500000 25.500000 0.500000 468.263306      0.78492  52.888832      20.081621    
55.500000 25.500000 0.500000 440.191101      0.71033  57.861441      19.558979    
60.500000 25.500000 0.500000 281.331085      0.21791  62.834050      19.036336    
65.500000 25.500000 0.500000 104.641098     -0.62419  67.806660      18.513694    
70.500000 25.500000 0.500000 14.106700     -1.23320  72.779269      17.991052    
75.500000 25.500000 0.500000 144.353302     -0.38870  77.751879      17.468409    
80.500000 25.500000 0.500000 197.258896     -0.16048  82.724488      16.945767    
85.500000 25.500000 0.500000 136.416702     -0.42958  87.697098      16.423125    
90.500000 25.500000 0.500000 152.614395     -0.36180  92.669707      15.900482    
95.500000 25.500000 0.500000 152.516693     -0.36850  97.642317      15.377840    
0.500000 30.500000 0.500000 320.226715      0.33517  3.6853791      30.280654    
5.500000 30.500000 0.500000 781.194519      1.70874  8.6579885      29.758011    
10.500000 30.500000 0.500000 594.945618      1.20682  13.630598      29.235369    
15.500000 30.500000 0.500000 546.493408      1.03109  18.603207      28.712727    
20.500000 30.500000 0.500000 647.992188      1.33310  23.575817      28.190084    
25.500000 30.500000 0.500000 0.000000     -2.49771  28.548426      27.667442    
30.500000 30.500000 0.500000 570.921082      1.14430  33.521036      27.144800    
35.500000 30.500000 0.500000 943.423279      2.28182  38.493645      26.622157    
40.500000 30.500000 0.500000 569.085571      1.12050  43.466255      26.099515    
45.500000 30.500000 0.500000 108.952202     -0.58656  48.438864      25.576873    
50.500000 30.500000 0.500000 377.399994      0.55704  53.411474      25.054230    
55.500000 30.500000 0.500000 184.411102     -0.21791  58.384083      24.531588    
60.500000 30.500000 0.500000 626.222290      1.26047  63.356693      24.008946    
65.500000 30.500000 0.500000 528.228882      0.94924  68.329302      23.486304    
70.500000 30.500000 0.500000 696.080017      1.50432  73.301912      22.963661    
75.500000 30.500000 0.500000 438.438812      0.70229  78.274521      22.441019    
80.500000 30.500000 0.500000 825.535522      1.89949  83.247131      21.918377    
85.500000 30.500000 0.500000 195.571106     -0.17319  88.219740      21.395734    
90.500000 30.500000 0.500000 0.000000     -2.02859  93.192350      20.873092    
95.500000 30.500000 0.500000 0.000000     -2.08028  98.164959      20.350450    
0.500000 35.500000 0.500000 662.445007      1.38028  4.2080214      35.253263    
5.500000 35.500000 0.500000 338.700012      0.38870  9.1806308      34.730621    
10.500000 35.500000 0.500000 496.092194      0.88251  14.153240      34.207978    
15.500000 35.500000 0.500000 445.892212      0.75125  19.125850      33.685336    
20.500000 35.500000 0.500000 490.066711      0.87330  24.098459      33.162694    
25.500000 35.500000 0.500000 469.837708      0.79348  29.071069      32.640051    
30.500000 35.500000 0.500000 820.145630      1.86273  34.043678      32.117409    
35.500000 35.500000 0.500000 721.133423      1.54436  39.016288      31.594767    
40.500000 35.500000 0.500000 419.187805      0.65495  43.988897      31.072125    
45.500000 35.500000 0.500000 96.012199     -0.67843  48.961507      30.549482    
50.500000 35.500000 0.500000 135.607803     -0.43646  53.934116      30.026840    
55.500000 35.500000 0.500000 157.479996     -0.34845  58.906726      29.504198    
60.500000 35.500000 0.500000 282.026703      0.23076  63.879335      28.981555    
65.500000 35.500000 0.500000 628.464417      1.27446  68.851945      28.458913    
70.500000 35.500000 0.500000 380.188812      0.56437  73.824554      27.936271    
75.500000 35.500000 0.500000 504.958893      0.91061  78.797164      27.413628    
80.500000 35.500000 0.500000 745.307678      1.58706  83.769773      26.890986    
85.500000 35.500000 0.500000 674.889893      1.41353  88.742382      26.368344    
90.500000 35.500000 0.500000 191.685593     -0.18593  93.714992      25.845701    
95.500000 35.500000 0.500000 24.378901     -1.10884  98.687601      25.323059    
0.500000 40.500000 0.500000 283.859985      0.25011  4.7306637      40.225873    
5.500000 40.500000 0.500000 267.544403      0.14780  9.7032732      39.703230    
10.500000 40.500000 0.500000 124.724503     -0.49231  14.675883      39.180588    
15.500000 40.500000 0.500000 126.336700     -0.48525  19.648492      38.657946    
20.500000 40.500000 0.500000 204.091095     -0.10358  24.621102      38.135303    
25.500000 40.500000 0.500000 293.524506      0.26307  29.593711      37.612661    
30.500000 40.500000 0.500000 557.384521      1.09732  34.566321      37.090019    
35.500000 40.500000 0.500000 819.033386      1.82833  39.538930      36.567376    
40.500000 40.500000 0.500000 876.262207      2.02859  44.511539      36.044734    
45.500000 40.500000 0.500000 159.712204     -0.33517  49.484149      35.522092    
50.500000 40.500000 0.500000 155.172195     -0.35512  54.456758      34.999449    
55.500000 40.500000 0.500000 348.921112      0.44337  59.429368      34.476807    
60.500000 40.500000 0.500000 397.273285      0.61660  64.401977      33.954165    
65.500000 40.500000 0.500000 263.113312      0.14147  69.374587      33.431522    
70.500000 40.500000 0.500000 80.419998     -0.76798  74.347196      32.908880    
75.500000 40.500000 0.500000 0.000000     -1.73636  79.319806      32.386238    
80.500000 40.500000 0.500000 30.223301     -1.04181  84.292415      31.863596    
85.500000 40.500000 0.500000 183.453293     -0.22433  89.265025      31.340953    
90.500000 40.500000 0.500000 217.036697     -0.02820  94.237634      30.818311    
95.500000 40.500000 0.500000 9.561100     -1.39671  99.210244      30.295669    
0.500000 45.500000 0.500000 259.290009      0.12250  5.2533060      45.198482    
5.500000 45.500000 0.500000 134.901093     -0.44337  10.225915      44.675840    
10.500000 45.500000 0.500000 134.422195     -0.45029  15.198525      44.153197    
15.500000 45.500000 0.500000 233.891098      0.03447  20.171134      43.630555    
20.500000 45.500000 0.500000 369.962189      0.51365  25.143744      43.107913    
25.500000 45.500000 0.500000 632.985596      1.28871  30.116353      42.585270    
30.500000 45.500000 0.500000 684.366577      1.46654  35.088963      42.062628    
35.500000 45.500000 0.500000 675.041077      1.43076  40.061572      41.539986    
40.500000 45.500000 0.500000 508.486694      0.92975  45.034182      41.017344    
45.500000 45.500000 0.500000 119.627800     -0.53522  50.006791      40.494701    
50.500000 45.500000 0.500000 323.596710      0.34845  54.979401      39.972059    
55.500000 45.500000 0.500000 274.037811      0.17319  59.952010      39.449417    
60.500000 45.500000 0.500000 352.788910      0.46421  64.924620      38.926774    
65.500000 45.500000 0.500000 328.128906      0.36180  69.897229      38.404132    
70.500000 45.500000 0.500000 142.736694     -0.39546  74.869839      37.881490    
75.500000 45.500000 0.500000 182.516693     -0.23076  79.842448      37.358847    
80.500000 45.500000 0.500000 202.179993     -0.12250  84.815058      36.836205    
85.500000 45.500000 0.500000 212.113297     -0.05329  89.787667      36.313563    
90.500000 45.500000 0.500000 107.779999     -0.59402  94.760277      35.790920    
95.500000 45.500000 0.500000 4.686700     -1.48517  99.732886      35.268278    
0.500000 50.500000 0.500000 199.323303     -0.14780  5.7759483      50.171091    
5.500000 50.500000 0.500000 163.362198     -0.30877  10.748558      49.648449    
10.500000 50.500000 0.500000 345.711090      0.42958  15.721167      49.125807    
15.500000 50.500000 0.500000 385.123413      0.58656  20.693777      48.603165    
20.500000 50.500000 0.500000 911.576721      2.20435  25.666386      48.080522    
25.500000 50.500000 0.500000 1020.445618      2.49771  30.638996      47.557880    
30.500000 50.500000 0.500000 513.162170      0.93945  35.611605      47.035238    
35.500000 50.500000 0.500000 370.543304      0.52081  40.584215      46.512595    
40.500000 50.500000 0.500000 127.517799     -0.47821  45.556824      45.989953    
45.500000 50.500000 0.500000 56.545601     -0.91061  50.529434      45.467311    
50.500000 50.500000 0.500000 171.891098     -0.28911  55.502043      44.944668    
55.500000 50.500000 0.500000 311.005615      0.30220  60.474653      44.422026    
60.500000 50.500000 0.500000 203.493301     -0.11619  65.447262      43.899384    
65.500000 50.500000 0.500000 3.492200     -1.50432  70.419872      43.376741    
70.500000 50.500000 0.500000 409.715607      0.63950  75.392481      42.854099    
75.500000 50.500000 0.500000 410.417786      0.64720  80.365090      42.331457    
80.500000 50.500000 0.500000 615.811096      1.24672  85.337700      41.808814    
85.500000 50.500000 0.500000 381.309998      0.57174  90.310309      41.286172    
90.500000 50.500000 0.500000 29.941099     -1.06362  95.282919      40.763530    
95.500000 50.500000 0.500000 18.742201     -1.13232  100.25553      40.240888    
0.500000 55.500000 0.500000 431.478302      0.68634  6.2985906      55.143701    
5.500000 55.500000 0.500000 199.285599     -0.15414  11.271200      54.621059    
10.500000 55.500000 0.500000 313.907806      0.32194  16.243810      54.098416    
15.500000 55.500000 0.500000 848.711121      1.93901  21.216419      53.575774    
20.500000 55.500000 0.500000 1021.297913      2.67379  26.189029      53.053132    
25.500000 55.500000 0.500000 808.152222      1.79597  31.161638      52.530489    
30.500000 55.500000 0.500000 695.593323      1.48517  36.134247      52.007847    
35.500000 55.500000 0.500000 172.298904     -0.28258  41.106857      51.485205    
40.500000 55.500000 0.500000 39.516701     -0.99961  46.079466      50.962562    
45.500000 55.500000 0.500000 20.670000     -1.12050  51.052076      50.439920    
50.500000 55.500000 0.500000 16.385599     -1.18126  56.024685      49.917278    
55.500000 55.500000 0.500000 70.065598     -0.82830  60.997295      49.394636    
60.500000 55.500000 0.500000 293.609985      0.26956  65.969904      48.871993    
65.500000 55.500000 0.500000 180.929993     -0.24365  70.942514      48.349351    
70.500000 55.500000 0.500000 256.683289      0.10989  75.915123      47.826709    
75.500000 55.500000 0.500000 276.936615      0.19231  80.887733      47.304066    
80.500000 55.500000 0.500000 165.742203     -0.30220  85.860342      46.781424    
85.500000 55.500000 0.500000 120.544403     -0.52800  90.832952      46.258782    
90.500000 55.500000 0.500000 0.000000     -3.02334  95.805561      45.736139    
95.500000 55.500000 0.500000 251.179993      0.09099  100.77817      45.213497    
0.500000 60.500000 0.500000 364.876709      0.50651  6.8212329      60.116310    
5.500000 60.500000 0.500000 130.824493     -0.46421  11.793842      59.593668    
10.500000 60.500000 0.500000 220.403305     -0.00313  16.766452      59.071026    
15.500000 60.500000 0.500000 904.667725      2.08028  21.739061      58.548384    
20.500000 60.500000 0.500000 780.570007      1.68236  26.711671      58.025741    
25.500000 60.500000 0.500000 732.206726      1.56535  31.684280      57.503099    
30.500000 60.500000 0.500000 206.515594     -0.09099  36.656890      56.980457    
35.500000 60.500000 0.500000 9.820000     -1.34849  41.629499      56.457814    
40.500000 60.500000 0.500000 9.652200     -1.38028  46.602109      55.935172    
45.500000 60.500000 0.500000 0.623300     -1.63285  51.574718      55.412530    
50.500000 60.500000 0.500000 33.473301     -1.02048  56.547328      54.889887    
55.500000 60.500000 0.500000 99.806702     -0.65495  61.519937      54.367245    
60.500000 60.500000 0.500000 107.618896     -0.60151  66.492547      53.844603    
65.500000 60.500000 0.500000 16.951099     -1.15644  71.465156      53.321960    
70.500000 60.500000 0.500000 30.120001     -1.05265  76.437766      52.799318    
75.500000 60.500000 0.500000 27.398899     -1.09732  81.410375      52.276676    
80.500000 60.500000 0.500000 16.741100     -1.16876  86.382985      51.754033    
85.500000 60.500000 0.500000 12.490000     -1.24672  91.355594      51.231391    
90.500000 60.500000 0.500000 67.355598     -0.83716  96.328204      50.708749    
95.500000 60.500000 0.500000 552.625488      1.05265  101.30081      50.186107    
0.500000 65.500000 0.500000 62.631699     -0.90117  7.3438752      65.088920    
5.500000 65.500000 0.500000 210.228897     -0.05957  12.316485      64.566278    
10.500000 65.500000 0.500000 162.449997     -0.31534  17.289094      64.043635    
15.500000 65.500000 0.500000 799.637817      1.73636  22.261704      63.520993    
20.500000 65.500000 0.500000 1165.308838      3.02334  27.234313      62.998351    
25.500000 65.500000 0.500000 770.022217      1.60953  32.206923      62.475708    
30.500000 65.500000 0.500000 66.467796     -0.87330  37.179532      61.953066    
35.500000 65.500000 0.500000 2.067800     -1.56535  42.152142      61.430424    
40.500000 65.500000 0.500000 0.000000     -2.20435  47.124751      60.907781    
45.500000 65.500000 0.500000 9.021100     -1.41353  52.097361      60.385139    
50.500000 65.500000 0.500000 11.741100     -1.26047  57.069970      59.862497    
55.500000 65.500000 0.500000 3.016700     -1.54436  62.042579      59.339854    
60.500000 65.500000 0.500000 127.693298     -0.47120  67.015189      58.817212    
65.500000 65.500000 0.500000 262.898895      0.13514  71.987798      58.294570    
70.500000 65.500000 0.500000 72.142197     -0.80209  76.960408      57.771928    
75.500000 65.500000 0.500000 97.559998     -0.67056  81.933017      57.249285    
80.500000 65.500000 0.500000 70.834396     -0.81950  86.905627      56.726643    
85.500000 65.500000 0.500000 86.495598     -0.75125  91.878236      56.204001    
90.500000 65.500000 0.500000 529.451111      0.96909  96.850846      55.681358    
95.500000 65.500000 0.500000 570.859009      1.13232  101.82346      55.158716    
0.500000 70.500000 0.500000 43.395000     -0.93945  7.8665176      70.061529    
5.500000 70.500000 0.500000 139.626694     -0.40905  12.839127      69.538887    
10.500000 70.500000 0.500000 433.512207      0.69429  17.811737      69.016245    
15.500000 70.500000 0.500000 579.325500      1.16876  22.784346      68.493602    
20.500000 70.500000 0.500000 908.198914      2.13821  27.756955      67.970960    
25.500000 70.500000 0.500000 186.937805     -0.20509  32.729565      67.448318    
30.500000 70.500000 0.500000 0.000000     -1.76538  37.702174      66.925676    
35.500000 70.500000 0.500000 0.000000     -1.79597  42.674784      66.403033    
40.500000 70.500000 0.500000 6.222200     -1.44842  47.647393      65.880391    
45.500000 70.500000 0.500000 53.447800     -0.92014  52.620003      65.357749    
50.500000 70.500000 0.500000 167.692200     -0.29565  57.592612      64.835106    
55.500000 70.500000 0.500000 196.081100     -0.16683  62.565222      64.312464    
60.500000 70.500000 0.500000 361.397797      0.49231  67.537831      63.789822    
65.500000 70.500000 0.500000 530.489990      0.98933  72.510441      63.267179    
70.500000 70.500000 0.500000 475.320007      0.83716  77.483050      62.744537    
75.500000 70.500000 0.500000 241.837799      0.07213  82.455660      62.221895    
80.500000 70.500000 0.500000 356.615601      0.47120  87.428269      61.699252    
85.500000 70.500000 0.500000 472.474487      0.81077  92.400879      61.176610    
90.500000 70.500000 0.500000 289.886688      0.25658  97.373488      60.653968    
95.500000 70.500000 0.500000 160.438904     -0.32194  102.34610      60.131325    
0.500000 75.500000 0.500000 200.315002     -0.14147  8.3891599      75.034139    
5.500000 75.500000 0.500000 102.375603     -0.63950  13.361769      74.511497    
10.500000 75.500000 0.500000 187.101105     -0.19870  18.334379      73.988854    
15.500000 75.500000 0.500000 594.633423      1.19394  23.306988      73.466212    
20.500000 75.500000 0.500000 637.747803      1.31801  28.279598      72.943570    
25.500000 75.500000 0.500000 0.000000     -1.82833  33.252207      72.420927    
30.500000 75.500000 0.500000 0.000000     -1.86273  38.224817      71.898285    
35.500000 75.500000 0.500000 11.032200     -1.30322  43.197426      71.375643    
40.500000 75.500000 0.500000 112.765602     -0.57174  48.170036      70.853000    
45.500000 75.500000 0.500000 400.736694      0.62419  53.142645      70.330358    
50.500000 75.500000 0.500000 443.401093      0.72655  58.115255      69.807716    
55.500000 75.500000 0.500000 471.752197      0.80209  63.087864      69.285073    
60.500000 75.500000 0.500000 344.989990      0.42272  68.060474      68.762431    
65.500000 75.500000 0.500000 282.286713      0.23720  73.033083      68.239789    
70.500000 75.500000 0.500000 269.575592      0.15414  78.005693      67.717147    
75.500000 75.500000 0.500000 344.885590      0.41588  82.978302      67.194504    
80.500000 75.500000 0.500000 475.114502      0.82830  87.950911      66.671862    
85.500000 75.500000 0.500000 544.807922      1.02048  92.923521      66.149220    
90.500000 75.500000 0.500000 596.428894      1.21991  97.896130      65.626577    
95.500000 75.500000 0.500000 200.982193     -0.12882  102.86874      65.103935    
0.500000 80.500000 0.500000 101.898300     -0.64720  8.9118022      80.006748    
5.500000 80.500000 0.500000 99.077797     -0.66274  13.884412      79.484106    
10.500000 80.500000 0.500000 179.413300     -0.25658  18.857021      78.961464    
15.500000 80.500000 0.500000 554.612183      1.07472  23.829631      78.438821    
20.500000 80.500000 0.500000 276.581085      0.18593  28.802240      77.916179    
25.500000 80.500000 0.500000 0.000000     -2.28182  33.774850      77.393537    
30.500000 80.500000 0.500000 0.000000     -1.70874  38.747459      76.870894    
35.500000 80.500000 0.500000 0.885600     -1.60953  43.720069      76.348252    
40.500000 80.500000 0.500000 214.998901     -0.04074  48.692678      75.825610    
45.500000 80.500000 0.500000 349.211090      0.45029  53.665287      75.302968    
50.500000 80.500000 0.500000 383.953308      0.57913  58.637897      74.780325    
55.500000 80.500000 0.500000 71.201103     -0.81077  63.610506      74.257683    
60.500000 80.500000 0.500000 208.059998     -0.08470  68.583116      73.735041    
65.500000 80.500000 0.500000 325.918915      0.35512  73.555725      73.212398    
70.500000 80.500000 0.500000 655.867798      1.34849  78.528335      72.689756    
75.500000 80.500000 0.500000 230.694397      0.02193  83.500944      72.167114    
80.500000 80.500000 0.500000 250.077805      0.08470  88.473554      71.644471    
85.500000 80.500000 0.500000 294.077789      0.27606  93.446163      71.121829    
90.500000 80.500000 0.500000 180.245605     -0.25011  98.418773      70.599187    
95.500000 80.500000 0.500000 124.233398     -0.49940  103.39138      70.076544    
0.500000 85.500000 0.500000 42.384998     -0.96909  9.4344445      84.979358    
5.500000 85.500000 0.500000 95.226700     -0.68634  14.407054      84.456716    
10.500000 85.500000 0.500000 294.558899      0.28258  19.379663      83.934073    
15.500000 85.500000 0.500000 579.844421      1.18126  24.352273      83.411431    
20.500000 85.500000 0.500000 463.066589      0.77642  29.324882      82.888789    
25.500000 85.500000 0.500000 0.000000     -2.13821  34.297492      82.366146    
30.500000 85.500000 0.500000 0.000000     -1.98181  39.270101      81.843504    
35.500000 85.500000 0.500000 1.255600     -1.58706  44.242711      81.320862    
40.500000 85.500000 0.500000 333.195496      0.38195  49.215320      80.798219    
45.500000 85.500000 0.500000 65.441101     -0.88251  54.187930      80.275577    
50.500000 85.500000 0.500000 123.779999     -0.50651  59.160539      79.752935    
55.500000 85.500000 0.500000 113.837799     -0.55704  64.133149      79.230292    
60.500000 85.500000 0.500000 66.779999     -0.85509  69.105758      78.707650    
65.500000 85.500000 0.500000 391.724487      0.60904  74.078368      78.185008    
70.500000 85.500000 0.500000 86.783302     -0.74297  79.050977      77.662365    
75.500000 85.500000 0.500000 219.607803     -0.01567  84.023587      77.139723    
80.500000 85.500000 0.500000 372.963287      0.52800  88.996196      76.617081    
85.500000 85.500000 0.500000 106.779999     -0.61660  93.968806      76.094439    
90.500000 85.500000 0.500000 27.664400     -1.08595  98.941415      75.571796    
95.500000 85.500000 0.500000 132.472198     -0.45724  103.91402      75.049154    
0.500000 90.500000 0.500000 208.494995     -0.07213  9.9570868      89.951967    
5.500000 90.500000 0.500000 281.403290      0.22433  14.929696      89.429325    
10.500000 90.500000 0.500000 249.135605      0.07841  19.902306      88.906683    
15.500000 90.500000 0.500000 850.858887      1.98181  24.874915      88.384040    
20.500000 90.500000 0.500000 442.529999      0.71842  29.847525      87.861398    
25.500000 90.500000 0.500000 18.626699     -1.14430  34.820134      87.338756    
30.500000 90.500000 0.500000 0.015600     -1.68236  39.792744      86.816113    
35.500000 90.500000 0.500000 41.308899     -0.97916  44.765353      86.293471    
40.500000 90.500000 0.500000 121.901100     -0.52081  49.737963      85.770829    
45.500000 90.500000 0.500000 175.411102     -0.26956  54.710572      85.248186    
50.500000 90.500000 0.500000 204.263397     -0.09729  59.683182      84.725544    
55.500000 90.500000 0.500000 138.891098     -0.42272  64.655791      84.202902    
60.500000 90.500000 0.500000 142.233307     -0.40225  69.628401      83.680260    
65.500000 90.500000 0.500000 214.498901     -0.04702  74.601010      83.157617    
70.500000 90.500000 0.500000 39.972198     -0.98933  79.573619      82.634975    
