With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.57206140     0.41562694    
10.500000 10.500000 0.500000 77.235603     -0.78492  12.013289      8.7281657    
15.500000 10.500000 0.500000 94.454399     -0.69429  16.951731      7.9459934    
20.500000 10.500000 0.500000 51.272202     -0.92975  21.890173      7.1638211    
25.500000 10.500000 0.500000 234.729996      0.04074  26.828615      6.3816488    
30.500000 10.500000 0.500000 528.935608      0.95912  31.767056      5.5994764    
35.500000 10.500000 0.500000 482.937805      0.85509  36.705498      4.8173041    
40.500000 10.500000 0.500000 505.185486      0.92014  41.643940      4.0351318    
45.500000 10.500000 0.500000 65.401100     -0.89180  46.582381      3.2529595    
50.500000 10.500000 0.500000 73.295601     -0.79348  51.520823      2.4707872    
55.500000 10.500000 0.500000 219.704498     -0.00940  56.459265      1.6886148    
60.500000 10.500000 0.500000 225.733307      0.01567  61.397706     0.90644252    
65.500000 10.500000 0.500000 182.372192     -0.23720  66.336148     0.12427020    
70.500000 10.500000 0.500000 390.133301      0.60151  71.274590     -.65790212    
75.500000 10.500000 0.500000 93.995598     -0.70229  76.213032     -1.4400744    
80.500000 10.500000 0.500000 445.234497      0.74297  81.151473     -2.2222468    
85.500000 10.500000 0.500000 377.331085      0.54974  86.089915     -3.0044191    
90.500000 10.500000 0.500000 231.436707      0.02820  91.028357     -3.7865914    
95.500000 10.500000 0.500000 104.372200     -0.63183  95.966798     -4.5687637    
0.500000 15.500000 0.500000 541.830017      1.00999  2.9185784      15.230952    
5.500000 15.500000 0.500000 172.673294     -0.27606  7.8570201      14.448780    
10.500000 15.500000 0.500000 87.331100     -0.72655  12.795462      13.666607    
15.500000 15.500000 0.500000 186.407806     -0.21150  17.733903      12.884435    
20.500000 15.500000 0.500000 118.986702     -0.54246  22.672345      12.102263    
25.500000 15.500000 0.500000 208.202194     -0.07841  27.610787      11.320090    
30.500000 15.500000 0.500000 676.192322      1.44842  32.549229      10.537918    
35.500000 15.500000 0.500000 554.272217      1.06362  37.487670      9.7557458    
40.500000 15.500000 0.500000 558.902222      1.10884  42.426112      8.9735735    
45.500000 15.500000 0.500000 272.997803      0.16683  47.364554      8.1914012    
50.500000 15.500000 0.500000 81.733299     -0.75959  52.302995      7.4092289    
55.500000 15.500000 0.500000 313.634399      0.31534  57.241437      6.6270565    
60.500000 15.500000 0.500000 145.955597     -0.38195  62.179879      5.8448842    
65.500000 15.500000 0.500000 191.756699     -0.17956  67.118321      5.0627119    
70.500000 15.500000 0.500000 113.223297     -0.56437  72.056762      4.2805396    
75.500000 15.500000 0.500000 87.401100     -0.71842  76.995204      3.4983673    
80.500000 15.500000 0.500000 191.653305     -0.19231  81.933646      2.7161949    
85.500000 15.500000 0.500000 343.973389      0.40905  86.872087      1.9340226    
90.500000 15.500000 0.500000 90.415604     -0.71033  91.810529      1.1518503    
95.500000 15.500000 0.500000 341.132202      0.40225  96.748971     0.36967799    
0.500000 20.500000 0.500000 633.525024      1.30322  3.7007507      20.169394    
5.500000 20.500000 0.500000 667.548889      1.39671  8.6391924      19.387221    
10.500000 20.500000 0.500000 482.946686      0.86416  13.577634      18.605049    
15.500000 20.500000 0.500000 770.286682      1.63285  18.516076      17.822877    
20.500000 20.500000 0.500000 294.677795      0.28911  23.454517      17.040704    
25.500000 20.500000 0.500000 305.768890      0.29565  28.392959      16.258532    
30.500000 20.500000 0.500000 479.667786      0.84609  33.331401      15.476360    
35.500000 20.500000 0.500000 605.803284      1.23320  38.269843      14.694188    
40.500000 20.500000 0.500000 218.581100     -0.02193  43.208284      13.912015    
45.500000 20.500000 0.500000 443.858887      0.73474  48.146726      13.129843    
50.500000 20.500000 0.500000 224.752197      0.00940  53.085168      12.347671    
55.500000 20.500000 0.500000 357.417786      0.47821  58.023609      11.565498    
60.500000 20.500000 0.500000 329.866608      0.36850  62.962051      10.783326    
65.500000 20.500000 0.500000 0.000000     -1.93901  67.900493      10.001154    
70.500000 20.500000 0.500000 9.778900     -1.36421  72.838935      9.2189813    
75.500000 20.500000 0.500000 252.237793      0.09729  77.777376      8.4368090    
80.500000 20.500000 0.500000 459.354401      0.75959  82.715818      7.6546366    
85.500000 20.500000 0.500000 150.772202     -0.37522  87.654260      6.8724643    
90.500000 20.500000 0.500000 277.854401      0.20509  92.592701      6.0902920    
95.500000 20.500000 0.500000 358.205505      0.48525  97.531143      5.3081197    
0.500000 25.500000 0.500000 943.635010      2.37603  4.4829230      25.107835    
5.500000 25.500000 0.500000 804.471130      1.76538  9.4213647      24.325663    
10.500000 25.500000 0.500000 659.869995      1.36421  14.359806      23.543491    
15.500000 25.500000 0.500000 556.913330      1.08595  19.298248      22.761319    
20.500000 25.500000 0.500000 346.709991      0.43646  24.236690      21.979146    
25.500000 25.500000 0.500000 80.099998     -0.77642  29.175132      21.196974    
30.500000 25.500000 0.500000 499.897797      0.89180  34.113573      20.414802    
35.500000 25.500000 0.500000 720.216675      1.52403  39.052015      19.632629    
40.500000 25.500000 0.500000 350.205505      0.45724  43.990457      18.850457    
45.500000 25.500000 0.500000 530.035522      0.97916  48.928898      18.068285    
50.500000 25.500000 0.500000 468.263306      0.78492  53.867340      17.286112    
55.500000 25.500000 0.500000 440.191101      0.71033  58.805782      16.503940    
60.500000 25.500000 0.500000 281.331085      0.21791  63.744223      15.721768    
65.500000 25.500000 0.500000 104.641098     -0.62419  68.682665      14.939595    
70.500000 25.500000 0.500000 14.106700     -1.23320  73.621107      14.157423    
75.500000 25.500000 0.500000 144.353302     -0.38870  78.559549      13.375251    
80.500000 25.500000 0.500000 197.258896     -0.16048  83.497990      12.593078    
85.500000 25.500000 0.500000 136.416702     -0.42958  88.436432      11.810906    
90.500000 25.500000 0.500000 152.614395     -0.36180  93.374874      11.028734    
95.500000 25.500000 0.500000 152.516693     -0.36850  98.313315      10.246561    
0.500000 30.500000 0.500000 320.226715      0.33517  5.2650953      30.046277    
5.500000 30.500000 0.500000 781.194519      1.70874  10.203537      29.264105    
10.500000 30.500000 0.500000 594.945618      1.20682  15.141979      28.481933    
15.500000 30.500000 0.500000 546.493408      1.03109  20.080420      27.699760    
20.500000 30.500000 0.500000 647.992188      1.33310  25.018862      26.917588    
25.500000 30.500000 0.500000 0.000000     -2.49771  29.957304      26.135416    
30.500000 30.500000 0.500000 570.921082      1.14430  34.895746      25.353243    
35.500000 30.500000 0.500000 943.423279      2.28182  39.834187      24.571071    
40.500000 30.500000 0.500000 569.085571      1.12050  44.772629      23.788899    
45.500000 30.500000 0.500000 108.952202     -0.58656  49.711071      23.006726    
50.500000 30.500000 0.500000 377.399994      0.55704  54.649512      22.224554    
55.500000 30.500000 0.500000 184.411102     -0.21791  59.587954      21.442382    
60.500000 30.500000 0.500000 626.222290      1.26047  64.526396      20.660209    
65.500000 30.500000 0.500000 528.228882      0.94924  69.464837      19.878037    
70.500000 30.500000 0.500000 696.080017      1.50432  74.403279      19.095865    
75.500000 30.500000 0.500000 438.438812      0.70229  79.341721      18.313692    
80.500000 30.500000 0.500000 825.535522      1.89949  84.280163      17.531520    
85.500000 30.500000 0.500000 195.571106     -0.17319  89.218604      16.749348    
90.500000 30.500000 0.500000 0.000000     -2.02859  94.157046      15.967175    
95.500000 30.500000 0.500000 0.000000     -2.08028  99.095488      15.185003    
0.500000 35.500000 0.500000 662.445007      1.38028  6.0472676      34.984719    
5.500000 35.500000 0.500000 338.700012      0.38870  10.985709      34.202547    
10.500000 35.500000 0.500000 496.092194      0.88251  15.924151      33.420374    
15.500000 35.500000 0.500000 445.892212      0.75125  20.862593      32.638202    
20.500000 35.500000 0.500000 490.066711      0.87330  25.801034      31.856030    
25.500000 35.500000 0.500000 469.837708      0.79348  30.739476      31.073857    
30.500000 35.500000 0.500000 820.145630      1.86273  35.677918      30.291685    
35.500000 35.500000 0.500000 721.133423      1.54436  40.616360      29.509513    
40.500000 35.500000 0.500000 419.187805      0.65495  45.554801      28.727340    
45.500000 35.500000 0.500000 96.012199     -0.67843  50.493243      27.945168    
50.500000 35.500000 0.500000 135.607803     -0.43646  55.431685      27.162996    
55.500000 35.500000 0.500000 157.479996     -0.34845  60.370126      26.380823    
60.500000 35.500000 0.500000 282.026703      0.23076  65.308568      25.598651    
65.500000 35.500000 0.500000 628.464417      1.27446  70.247010      24.816479    
70.500000 35.500000 0.500000 380.188812      0.56437  75.185451      24.034306    
75.500000 35.500000 0.500000 504.958893      0.91061  80.123893      23.252134    
80.500000 35.500000 0.500000 745.307678      1.58706  85.062335      22.469962    
85.500000 35.500000 0.500000 674.889893      1.41353  90.000777      21.687789    
90.500000 35.500000 0.500000 191.685593     -0.18593  94.939218      20.905617    
95.500000 35.500000 0.500000 24.378901     -1.10884  99.877660      20.123445    
0.500000 40.500000 0.500000 283.859985      0.25011  6.8294400      39.923161    
5.500000 40.500000 0.500000 267.544403      0.14780  11.767882      39.140988    
10.500000 40.500000 0.500000 124.724503     -0.49231  16.706323      38.358816    
15.500000 40.500000 0.500000 126.336700     -0.48525  21.644765      37.576644    
20.500000 40.500000 0.500000 204.091095     -0.10358  26.583207      36.794471    
25.500000 40.500000 0.500000 293.524506      0.26307  31.521648      36.012299    
30.500000 40.500000 0.500000 557.384521      1.09732  36.460090      35.230127    
35.500000 40.500000 0.500000 819.033386      1.82833  41.398532      34.447954    
40.500000 40.500000 0.500000 876.262207      2.02859  46.336974      33.665782    
45.500000 40.500000 0.500000 159.712204     -0.33517  51.275415      32.883610    
50.500000 40.500000 0.500000 155.172195     -0.35512  56.213857      32.101437    
55.500000 40.500000 0.500000 348.921112      0.44337  61.152299      31.319265    
60.500000 40.500000 0.500000 397.273285      0.61660  66.090740      30.537093    
65.500000 40.500000 0.500000 263.113312      0.14147  71.029182      29.754920    
70.500000 40.500000 0.500000 80.419998     -0.76798  75.967624      28.972748    
75.500000 40.500000 0.500000 0.000000     -1.73636  80.906066      28.190576    
80.500000 40.500000 0.500000 30.223301     -1.04181  85.844507      27.408403    
85.500000 40.500000 0.500000 183.453293     -0.22433  90.782949      26.626231    
90.500000 40.500000 0.500000 217.036697     -0.02820  95.721391      25.844059    
95.500000 40.500000 0.500000 9.561100     -1.39671  100.65983      25.061887    
0.500000 45.500000 0.500000 259.290009      0.12250  7.6116123      44.861602    
5.500000 45.500000 0.500000 134.901093     -0.44337  12.550054      44.079430    
10.500000 45.500000 0.500000 134.422195     -0.45029  17.488496      43.297258    
15.500000 45.500000 0.500000 233.891098      0.03447  22.426937      42.515085    
20.500000 45.500000 0.500000 369.962189      0.51365  27.365379      41.732913    
25.500000 45.500000 0.500000 632.985596      1.28871  32.303821      40.950741    
30.500000 45.500000 0.500000 684.366577      1.46654  37.242262      40.168568    
35.500000 45.500000 0.500000 675.041077      1.43076  42.180704      39.386396    
40.500000 45.500000 0.500000 508.486694      0.92975  47.119146      38.604224    
45.500000 45.500000 0.500000 119.627800     -0.53522  52.057588      37.822051    
50.500000 45.500000 0.500000 323.596710      0.34845  56.996029      37.039879    
55.500000 45.500000 0.500000 274.037811      0.17319  61.934471      36.257707    
60.500000 45.500000 0.500000 352.788910      0.46421  66.872913      35.475534    
65.500000 45.500000 0.500000 328.128906      0.36180  71.811354      34.693362    
70.500000 45.500000 0.500000 142.736694     -0.39546  76.749796      33.911190    
75.500000 45.500000 0.500000 182.516693     -0.23076  81.688238      33.129017    
80.500000 45.500000 0.500000 202.179993     -0.12250  86.626680      32.346845    
85.500000 45.500000 0.500000 212.113297     -0.05329  91.565121      31.564673    
90.500000 45.500000 0.500000 107.779999     -0.59402  96.503563      30.782501    
95.500000 45.500000 0.500000 4.686700     -1.48517  101.44200      30.000328    
0.500000 50.500000 0.500000 199.323303     -0.14780  8.3937846      49.800044    
5.500000 50.500000 0.500000 163.362198     -0.30877  13.332226      49.017872    
10.500000 50.500000 0.500000 345.711090      0.42958  18.270668      48.235699    
15.500000 50.500000 0.500000 385.123413      0.58656  23.209110      47.453527    
20.500000 50.500000 0.500000 911.576721      2.20435  28.147551      46.671355    
25.500000 50.500000 0.500000 1020.445618      2.49771  33.085993      45.889182    
30.500000 50.500000 0.500000 513.162170      0.93945  38.024435      45.107010    
35.500000 50.500000 0.500000 370.543304      0.52081  42.962877      44.324838    
40.500000 50.500000 0.500000 127.517799     -0.47821  47.901318      43.542665    
45.500000 50.500000 0.500000 56.545601     -0.91061  52.839760      42.760493    
50.500000 50.500000 0.500000 171.891098     -0.28911  57.778202      41.978321    
55.500000 50.500000 0.500000 311.005615      0.30220  62.716643      41.196148    
60.500000 50.500000 0.500000 203.493301     -0.11619  67.655085      40.413976    
65.500000 50.500000 0.500000 3.492200     -1.50432  72.593527      39.631804    
70.500000 50.500000 0.500000 409.715607      0.63950  77.531968      38.849632    
75.500000 50.500000 0.500000 410.417786      0.64720  82.470410      38.067459    
80.500000 50.500000 0.500000 615.811096      1.24672  87.408852      37.285287    
85.500000 50.500000 0.500000 381.309998      0.57174  92.347294      36.503115    
90.500000 50.500000 0.500000 29.941099     -1.06362  97.285735      35.720942    
95.500000 50.500000 0.500000 18.742201     -1.13232  102.22418      34.938770    
0.500000 55.500000 0.500000 431.478302      0.68634  9.1759569      54.738486    
5.500000 55.500000 0.500000 199.285599     -0.15414  14.114399      53.956313    
10.500000 55.500000 0.500000 313.907806      0.32194  19.052840      53.174141    
15.500000 55.500000 0.500000 848.711121      1.93901  23.991282      52.391969    
20.500000 55.500000 0.500000 1021.297913      2.67379  28.929724      51.609796    
25.500000 55.500000 0.500000 808.152222      1.79597  33.868165      50.827624    
30.500000 55.500000 0.500000 695.593323      1.48517  38.806607      50.045452    
35.500000 55.500000 0.500000 172.298904     -0.28258  43.745049      49.263279    
40.500000 55.500000 0.500000 39.516701     -0.99961  48.683491      48.481107    
45.500000 55.500000 0.500000 20.670000     -1.12050  53.621932      47.698935    
50.500000 55.500000 0.500000 16.385599     -1.18126  58.560374      46.916762    
55.500000 55.500000 0.500000 70.065598     -0.82830  63.498816      46.134590    
60.500000 55.500000 0.500000 293.609985      0.26956  68.437257      45.352418    
65.500000 55.500000 0.500000 180.929993     -0.24365  73.375699      44.570246    
70.500000 55.500000 0.500000 256.683289      0.10989  78.314141      43.788073    
75.500000 55.500000 0.500000 276.936615      0.19231  83.252582      43.005901    
80.500000 55.500000 0.500000 165.742203     -0.30220  88.191024      42.223729    
85.500000 55.500000 0.500000 120.544403     -0.52800  93.129466      41.441556    
90.500000 55.500000 0.500000 0.000000     -3.02334  98.067908      40.659384    
95.500000 55.500000 0.500000 251.179993      0.09099  103.00635      39.877212    
0.500000 60.500000 0.500000 364.876709      0.50651  9.9581292      59.676927    
5.500000 60.500000 0.500000 130.824493     -0.46421  14.896571      58.894755    
10.500000 60.500000 0.500000 220.403305     -0.00313  19.835013      58.112583    
15.500000 60.500000 0.500000 904.667725      2.08028  24.773454      57.330410    
20.500000 60.500000 0.500000 780.570007      1.68236  29.711896      56.548238    
25.500000 60.500000 0.500000 732.206726      1.56535  34.650338      55.766066    
30.500000 60.500000 0.500000 206.515594     -0.09099  39.588779      54.983893    
35.500000 60.500000 0.500000 9.820000     -1.34849  44.527221      54.201721    
40.500000 60.500000 0.500000 9.652200     -1.38028  49.465663      53.419549    
45.500000 60.500000 0.500000 0.623300     -1.63285  54.404105      52.637377    
50.500000 60.500000 0.500000 33.473301     -1.02048  59.342546      51.855204    
55.500000 60.500000 0.500000 99.806702     -0.65495  64.280988      51.073032    
60.500000 60.500000 0.500000 107.618896     -0.60151  69.219430      50.290860    
65.500000 60.500000 0.500000 16.951099     -1.15644  74.157871      49.508687    
70.500000 60.500000 0.500000 30.120001     -1.05265  79.096313      48.726515    
75.500000 60.500000 0.500000 27.398899     -1.09732  84.034755      47.944343    
80.500000 60.500000 0.500000 16.741100     -1.16876  88.973196      47.162170    
85.500000 60.500000 0.500000 12.490000     -1.24672  93.911638      46.379998    
90.500000 60.500000 0.500000 67.355598     -0.83716  98.850080      45.597826    
95.500000 60.500000 0.500000 552.625488      1.05265  103.78852      44.815653    
0.500000 65.500000 0.500000 62.631699     -0.90117  10.740302      64.615369    
5.500000 65.500000 0.500000 210.228897     -0.05957  15.678743      63.833197    
10.500000 65.500000 0.500000 162.449997     -0.31534  20.617185      63.051024    
15.500000 65.500000 0.500000 799.637817      1.73636  25.555627      62.268852    
20.500000 65.500000 0.500000 1165.308838      3.02334  30.494068      61.486680    
25.500000 65.500000 0.500000 770.022217      1.60953  35.432510      60.704507    
30.500000 65.500000 0.500000 66.467796     -0.87330  40.370952      59.922335    
35.500000 65.500000 0.500000 2.067800     -1.56535  45.309393      59.140163    
40.500000 65.500000 0.500000 0.000000     -2.20435  50.247835      58.357991    
45.500000 65.500000 0.500000 9.021100     -1.41353  55.186277      57.575818    
50.500000 65.500000 0.500000 11.741100     -1.26047  60.124719      56.793646    
55.500000 65.500000 0.500000 3.016700     -1.54436  65.063160      56.011474    
60.500000 65.500000 0.500000 127.693298     -0.47120  70.001602      55.229301    
65.500000 65.500000 0.500000 262.898895      0.13514  74.940044      54.447129    
70.500000 65.500000 0.500000 72.142197     -0.80209  79.878485      53.664957    
75.500000 65.500000 0.500000 97.559998     -0.67056  84.816927      52.882784    
80.500000 65.500000 0.500000 70.834396     -0.81950  89.755369      52.100612    
85.500000 65.500000 0.500000 86.495598     -0.75125  94.693811      51.318440    
90.500000 65.500000 0.500000 529.451111      0.96909  99.632252      50.536267    
95.500000 65.500000 0.500000 570.859009      1.13232  104.57069      49.754095    
0.500000 70.500000 0.500000 43.395000     -0.93945  11.522474      69.553811    
5.500000 70.500000 0.500000 139.626694     -0.40905  16.460916      68.771638    
10.500000 70.500000 0.500000 433.512207      0.69429  21.399357      67.989466    
15.500000 70.500000 0.500000 579.325500      1.16876  26.337799      67.207294    
20.500000 70.500000 0.500000 908.198914      2.13821  31.276241      66.425122    
25.500000 70.500000 0.500000 186.937805     -0.20509  36.214682      65.642949    
30.500000 70.500000 0.500000 0.000000     -1.76538  41.153124      64.860777    
35.500000 70.500000 0.500000 0.000000     -1.79597  46.091566      64.078605    
40.500000 70.500000 0.500000 6.222200     -1.44842  51.030008      63.296432    
45.500000 70.500000 0.500000 53.447800     -0.92014  55.968449      62.514260    
50.500000 70.500000 0.500000 167.692200     -0.29565  60.906891      61.732088    
55.500000 70.500000 0.500000 196.081100     -0.16683  65.845333      60.949915    
60.500000 70.500000 0.500000 361.397797      0.49231  70.783774      60.167743    
65.500000 70.500000 0.500000 530.489990      0.98933  75.722216      59.385571    
70.500000 70.500000 0.500000 475.320007      0.83716  80.660658      58.603398    
75.500000 70.500000 0.500000 241.837799      0.07213  85.599099      57.821226    
80.500000 70.500000 0.500000 356.615601      0.47120  90.537541      57.039054    
85.500000 70.500000 0.500000 472.474487      0.81077  95.475983      56.256881    
90.500000 70.500000 0.500000 289.886688      0.25658  100.41442      55.474709    
95.500000 70.500000 0.500000 160.438904     -0.32194  105.35287      54.692537    
0.500000 75.500000 0.500000 200.315002     -0.14147  12.304646      74.492252    
5.500000 75.500000 0.500000 102.375603     -0.63950  17.243088      73.710080    
10.500000 75.500000 0.500000 187.101105     -0.19870  22.181530      72.927908    
15.500000 75.500000 0.500000 594.633423      1.19394  27.119971      72.145736    
20.500000 75.500000 0.500000 637.747803      1.31801  32.058413      71.363563    
25.500000 75.500000 0.500000 0.000000     -1.82833  36.996855      70.581391    
30.500000 75.500000 0.500000 0.000000     -1.86273  41.935296      69.799219    
35.500000 75.500000 0.500000 11.032200     -1.30322  46.873738      69.017046    
40.500000 75.500000 0.500000 112.765602     -0.57174  51.812180      68.234874    
45.500000 75.500000 0.500000 400.736694      0.62419  56.750622      67.452702    
50.500000 75.500000 0.500000 443.401093      0.72655  61.689063      66.670529    
55.500000 75.500000 0.500000 471.752197      0.80209  66.627505      65.888357    
60.500000 75.500000 0.500000 344.989990      0.42272  71.565947      65.106185    
65.500000 75.500000 0.500000 282.286713      0.23720  76.504388      64.324012    
70.500000 75.500000 0.500000 269.575592      0.15414  81.442830      63.541840    
75.500000 75.500000 0.500000 344.885590      0.41588  86.381272      62.759668    
80.500000 75.500000 0.500000 475.114502      0.82830  91.319713      61.977495    
85.500000 75.500000 0.500000 544.807922      1.02048  96.258155      61.195323    
90.500000 75.500000 0.500000 596.428894      1.21991  101.19660      60.413151    
95.500000 75.500000 0.500000 200.982193     -0.12882  106.13504      59.630978    
0.500000 80.500000 0.500000 101.898300     -0.64720  13.086819      79.430694    
5.500000 80.500000 0.500000 99.077797     -0.66274  18.025260      78.648522    
10.500000 80.500000 0.500000 179.413300     -0.25658  22.963702      77.866350    
15.500000 80.500000 0.500000 554.612183      1.07472  27.902144      77.084177    
20.500000 80.500000 0.500000 276.581085      0.18593  32.840585      76.302005    
25.500000 80.500000 0.500000 0.000000     -2.28182  37.779027      75.519833    
30.500000 80.500000 0.500000 0.000000     -1.70874  42.717469      74.737660    
35.500000 80.500000 0.500000 0.885600     -1.60953  47.655910      73.955488    
40.500000 80.500000 0.500000 214.998901     -0.04074  52.594352      73.173316    
45.500000 80.500000 0.500000 349.211090      0.45029  57.532794      72.391143    
50.500000 80.500000 0.500000 383.953308      0.57913  62.471236      71.608971    
55.500000 80.500000 0.500000 71.201103     -0.81077  67.409677      70.826799    
60.500000 80.500000 0.500000 208.059998     -0.08470  72.348119      70.044626    
65.500000 80.500000 0.500000 325.918915      0.35512  77.286561      69.262454    
70.500000 80.500000 0.500000 655.867798      1.34849  82.225002      68.480282    
75.500000 80.500000 0.500000 230.694397      0.02193  87.163444      67.698109    
80.500000 80.500000 0.500000 250.077805      0.08470  92.101886      66.915937    
85.500000 80.500000 0.500000 294.077789      0.27606  97.040327      66.133765    
90.500000 80.500000 0.500000 180.245605     -0.25011  101.97877      65.351592    
95.500000 80.500000 0.500000 124.233398     -0.49940  106.91721      64.569420    
0.500000 85.500000 0.500000 42.384998     -0.96909  13.868991      84.369136    
5.500000 85.500000 0.500000 95.226700     -0.68634  18.807433      83.586964    
10.500000 85.500000 0.500000 294.558899      0.28258  23.745874      82.804791    
15.500000 85.500000 0.500000 579.844421      1.18126  28.684316      82.022619    
20.500000 85.500000 0.500000 463.066589      0.77642  33.622758      81.240447    
25.500000 85.500000 0.500000 0.000000     -2.13821  38.561199      80.458274    
30.500000 85.500000 0.500000 0.000000     -1.98181  43.499641      79.676102    
35.500000 85.500000 0.500000 1.255600     -1.58706  48.438083      78.893930    
40.500000 85.500000 0.500000 333.195496      0.38195  53.376524      78.111757    
45.500000 85.500000 0.500000 65.441101     -0.88251  58.314966      77.329585    
50.500000 85.500000 0.500000 123.779999     -0.50651  63.253408      76.547413    
55.500000 85.500000 0.500000 113.837799     -0.55704  68.191850      75.765240    
60.500000 85.500000 0.500000 66.779999     -0.85509  73.130291      74.983068    
65.500000 85.500000 0.500000 391.724487      0.60904  78.068733      74.200896    
70.500000 85.500000 0.500000 86.783302     -0.74297  83.007175      73.418723    
75.500000 85.500000 0.500000 219.607803     -0.01567  87.945616      72.636551    
80.500000 85.500000 0.500000 372.963287      0.52800  92.884058      71.854379    
85.500000 85.500000 0.500000 106.779999     -0.61660  97.822500      71.072206    
90.500000 85.500000 0.500000 27.664400     -1.08595  102.76094      70.290034    
95.500000 85.500000 0.500000 132.472198     -0.45724  107.69938      69.507862    
0.500000 90.500000 0.500000 208.494995     -0.07213  14.651163      89.307578    
5.500000 90.500000 0.500000 281.403290      0.22433  19.589605      88.525405    
10.500000 90.500000 0.500000 249.135605      0.07841  24.528047      87.743233    
15.500000 90.500000 0.500000 850.858887      1.98181  29.466488      86.961061    
20.500000 90.500000 0.500000 442.529999      0.71842  34.404930      86.178888    
25.500000 90.500000 0.500000 18.626699     -1.14430  39.343372      85.396716    
30.500000 90.500000 0.500000 0.015600     -1.68236  44.281813      84.614544    
35.500000 90.500000 0.500000 41.308899     -0.97916  49.220255      83.832371    
40.500000 90.500000 0.500000 121.901100     -0.52081  54.158697      83.050199    
45.500000 90.500000 0.500000 175.411102     -0.26956  59.097138      82.268027    
50.500000 90.500000 0.500000 204.263397     -0.09729  64.035580      81.485854    
55.500000 90.500000 0.500000 138.891098     -0.42272  68.974022      80.703682    
60.500000 90.500000 0.500000 142.233307     -0.40225  73.912464      79.921510    
65.500000 90.500000 0.500000 214.498901     -0.04702  78.850905      79.139337    
70.500000 90.500000 0.500000 39.972198     -0.98933  83.789347      78.357165    
