With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.57922796     0.40557979    
20.500000 35.500000 0.500000 490.066711      0.87330  26.353069      31.400888    
25.500000 35.500000 0.500000 469.837708      0.79348  31.277108      30.532647    
30.500000 35.500000 0.500000 820.145630      1.86273  36.201147      29.664406    
35.500000 35.500000 0.500000 721.133423      1.54436  41.125186      28.796165    
40.500000 35.500000 0.500000 419.187805      0.65495  46.049224      27.927924    
45.500000 35.500000 0.500000 96.012199     -0.67843  50.973263      27.059683    
50.500000 35.500000 0.500000 135.607803     -0.43646  55.897302      26.191442    
55.500000 35.500000 0.500000 157.479996     -0.34845  60.821341      25.323201    
60.500000 35.500000 0.500000 282.026703      0.23076  65.745379      24.454961    
65.500000 35.500000 0.500000 628.464417      1.27446  70.669418      23.586720    
70.500000 35.500000 0.500000 380.188812      0.56437  75.593457      22.718479    
75.500000 35.500000 0.500000 504.958893      0.91061  80.517496      21.850238    
80.500000 35.500000 0.500000 745.307678      1.58706  85.441534      20.981997    
85.500000 35.500000 0.500000 674.889893      1.41353  90.365573      20.113756    
90.500000 35.500000 0.500000 191.685593     -0.18593  95.289612      19.245515    
95.500000 35.500000 0.500000 24.378901     -1.10884  100.21365      18.377274    
0.500000 40.500000 0.500000 283.859985      0.25011  7.5251550      39.797890    
5.500000 40.500000 0.500000 267.544403      0.14780  12.449194      38.929649    
10.500000 40.500000 0.500000 124.724503     -0.49231  17.373233      38.061408    
15.500000 40.500000 0.500000 126.336700     -0.48525  22.297271      37.193167    
20.500000 40.500000 0.500000 204.091095     -0.10358  27.221310      36.324926    
25.500000 40.500000 0.500000 293.524506      0.26307  32.145349      35.456686    
30.500000 40.500000 0.500000 557.384521      1.09732  37.069388      34.588445    
35.500000 40.500000 0.500000 819.033386      1.82833  41.993426      33.720204    
40.500000 40.500000 0.500000 876.262207      2.02859  46.917465      32.851963    
45.500000 40.500000 0.500000 159.712204     -0.33517  51.841504      31.983722    
50.500000 40.500000 0.500000 155.172195     -0.35512  56.765543      31.115481    
55.500000 40.500000 0.500000 348.921112      0.44337  61.689581      30.247240    
60.500000 40.500000 0.500000 397.273285      0.61660  66.613620      29.378999    
65.500000 40.500000 0.500000 263.113312      0.14147  71.537659      28.510758    
70.500000 40.500000 0.500000 80.419998     -0.76798  76.461698      27.642518    
75.500000 40.500000 0.500000 0.000000     -1.73636  81.385737      26.774277    
80.500000 40.500000 0.500000 30.223301     -1.04181  86.309775      25.906036    
85.500000 40.500000 0.500000 183.453293     -0.22433  91.233814      25.037795    
90.500000 40.500000 0.500000 217.036697     -0.02820  96.157853      24.169554    
95.500000 40.500000 0.500000 9.561100     -1.39671  101.08189      23.301313    
0.500000 45.500000 0.500000 259.290009      0.12250  8.3933959      44.721929    
5.500000 45.500000 0.500000 134.901093     -0.44337  13.317435      43.853688    
10.500000 45.500000 0.500000 134.422195     -0.45029  18.241473      42.985447    
15.500000 45.500000 0.500000 233.891098      0.03447  23.165512      42.117206    
20.500000 45.500000 0.500000 369.962189      0.51365  28.089551      41.248965    
25.500000 45.500000 0.500000 632.985596      1.28871  33.013590      40.380724    
30.500000 45.500000 0.500000 684.366577      1.46654  37.937628      39.512483    
35.500000 45.500000 0.500000 675.041077      1.43076  42.861667      38.644243    
40.500000 45.500000 0.500000 508.486694      0.92975  47.785706      37.776002    
45.500000 45.500000 0.500000 119.627800     -0.53522  52.709745      36.907761    
50.500000 45.500000 0.500000 323.596710      0.34845  57.633784      36.039520    
55.500000 45.500000 0.500000 274.037811      0.17319  62.557822      35.171279    
60.500000 45.500000 0.500000 352.788910      0.46421  67.481861      34.303038    
65.500000 45.500000 0.500000 328.128906      0.36180  72.405900      33.434797    
70.500000 45.500000 0.500000 142.736694     -0.39546  77.329939      32.566556    
75.500000 45.500000 0.500000 182.516693     -0.23076  82.253977      31.698315    
80.500000 45.500000 0.500000 202.179993     -0.12250  87.178016      30.830075    
85.500000 45.500000 0.500000 212.113297     -0.05329  92.102055      29.961834    
90.500000 45.500000 0.500000 107.779999     -0.59402  97.026094      29.093593    
95.500000 45.500000 0.500000 4.686700     -1.48517  101.95013      28.225352    
0.500000 50.500000 0.500000 199.323303     -0.14780  9.2616368      49.645967    
5.500000 50.500000 0.500000 163.362198     -0.30877  14.185676      48.777727    
10.500000 50.500000 0.500000 345.711090      0.42958  19.109714      47.909486    
15.500000 50.500000 0.500000 385.123413      0.58656  24.033753      47.041245    
20.500000 50.500000 0.500000 911.576721      2.20435  28.957792      46.173004    
25.500000 50.500000 0.500000 1020.445618      2.49771  33.881831      45.304763    
30.500000 50.500000 0.500000 513.162170      0.93945  38.805869      44.436522    
35.500000 50.500000 0.500000 370.543304      0.52081  43.729908      43.568281    
40.500000 50.500000 0.500000 127.517799     -0.47821  48.653947      42.700040    
45.500000 50.500000 0.500000 56.545601     -0.91061  53.577986      41.831800    
50.500000 50.500000 0.500000 171.891098     -0.28911  58.502024      40.963559    
55.500000 50.500000 0.500000 311.005615      0.30220  63.426063      40.095318    
60.500000 50.500000 0.500000 203.493301     -0.11619  68.350102      39.227077    
65.500000 50.500000 0.500000 3.492200     -1.50432  73.274141      38.358836    
70.500000 50.500000 0.500000 409.715607      0.63950  78.198180      37.490595    
75.500000 50.500000 0.500000 410.417786      0.64720  83.122218      36.622354    
80.500000 50.500000 0.500000 615.811096      1.24672  88.046257      35.754113    
85.500000 50.500000 0.500000 381.309998      0.57174  92.970296      34.885872    
90.500000 50.500000 0.500000 29.941099     -1.06362  97.894335      34.017632    
95.500000 50.500000 0.500000 18.742201     -1.13232  102.81837      33.149391    
0.500000 55.500000 0.500000 431.478302      0.68634  10.129878      54.570006    
5.500000 55.500000 0.500000 199.285599     -0.15414  15.053916      53.701765    
10.500000 55.500000 0.500000 313.907806      0.32194  19.977955      52.833524    
15.500000 55.500000 0.500000 848.711121      1.93901  24.901994      51.965284    
20.500000 55.500000 0.500000 1021.297913      2.67379  29.826033      51.097043    
25.500000 55.500000 0.500000 808.152222      1.79597  34.750071      50.228802    
30.500000 55.500000 0.500000 695.593323      1.48517  39.674110      49.360561    
35.500000 55.500000 0.500000 172.298904     -0.28258  44.598149      48.492320    
40.500000 55.500000 0.500000 39.516701     -0.99961  49.522188      47.624079    
45.500000 55.500000 0.500000 20.670000     -1.12050  54.446227      46.755838    
50.500000 55.500000 0.500000 16.385599     -1.18126  59.370265      45.887597    
55.500000 55.500000 0.500000 70.065598     -0.82830  64.294304      45.019357    
60.500000 55.500000 0.500000 293.609985      0.26956  69.218343      44.151116    
65.500000 55.500000 0.500000 180.929993     -0.24365  74.142382      43.282875    
70.500000 55.500000 0.500000 256.683289      0.10989  79.066420      42.414634    
75.500000 55.500000 0.500000 276.936615      0.19231  83.990459      41.546393    
80.500000 55.500000 0.500000 165.742203     -0.30220  88.914498      40.678152    
85.500000 55.500000 0.500000 120.544403     -0.52800  93.838537      39.809911    
90.500000 55.500000 0.500000 0.000000     -3.02334  98.762575      38.941670    
95.500000 55.500000 0.500000 251.179993      0.09099  103.68661      38.073429    
0.500000 60.500000 0.500000 364.876709      0.50651  10.998119      59.494045    
5.500000 60.500000 0.500000 130.824493     -0.46421  15.922157      58.625804    
10.500000 60.500000 0.500000 220.403305     -0.00313  20.846196      57.757563    
15.500000 60.500000 0.500000 904.667725      2.08028  25.770235      56.889322    
20.500000 60.500000 0.500000 780.570007      1.68236  30.694274      56.021081    
25.500000 60.500000 0.500000 732.206726      1.56535  35.618312      55.152841    
30.500000 60.500000 0.500000 206.515594     -0.09099  40.542351      54.284600    
35.500000 60.500000 0.500000 9.820000     -1.34849  45.466390      53.416359    
40.500000 60.500000 0.500000 9.652200     -1.38028  50.390429      52.548118    
45.500000 60.500000 0.500000 0.623300     -1.63285  55.314467      51.679877    
50.500000 60.500000 0.500000 33.473301     -1.02048  60.238506      50.811636    
55.500000 60.500000 0.500000 99.806702     -0.65495  65.162545      49.943395    
60.500000 60.500000 0.500000 107.618896     -0.60151  70.086584      49.075154    
65.500000 60.500000 0.500000 16.951099     -1.15644  75.010623      48.206914    
70.500000 60.500000 0.500000 30.120001     -1.05265  79.934661      47.338673    
75.500000 60.500000 0.500000 27.398899     -1.09732  84.858700      46.470432    
80.500000 60.500000 0.500000 16.741100     -1.16876  89.782739      45.602191    
85.500000 60.500000 0.500000 12.490000     -1.24672  94.706778      44.733950    
90.500000 60.500000 0.500000 67.355598     -0.83716  99.630816      43.865709    
95.500000 60.500000 0.500000 552.625488      1.05265  104.55486      42.997468    
0.500000 65.500000 0.500000 62.631699     -0.90117  11.866359      64.418084    
5.500000 65.500000 0.500000 210.228897     -0.05957  16.790398      63.549843    
10.500000 65.500000 0.500000 162.449997     -0.31534  21.714437      62.681602    
15.500000 65.500000 0.500000 799.637817      1.73636  26.638476      61.813361    
20.500000 65.500000 0.500000 1165.308838      3.02334  31.562514      60.945120    
25.500000 65.500000 0.500000 770.022217      1.60953  36.486553      60.076879    
30.500000 65.500000 0.500000 66.467796     -0.87330  41.410592      59.208638    
35.500000 65.500000 0.500000 2.067800     -1.56535  46.334631      58.340398    
40.500000 65.500000 0.500000 0.000000     -2.20435  51.258670      57.472157    
45.500000 65.500000 0.500000 9.021100     -1.41353  56.182708      56.603916    
50.500000 65.500000 0.500000 11.741100     -1.26047  61.106747      55.735675    
55.500000 65.500000 0.500000 3.016700     -1.54436  66.030786      54.867434    
60.500000 65.500000 0.500000 127.693298     -0.47120  70.954825      53.999193    
65.500000 65.500000 0.500000 262.898895      0.13514  75.878863      53.130952    
70.500000 65.500000 0.500000 72.142197     -0.80209  80.802902      52.262711    
75.500000 65.500000 0.500000 97.559998     -0.67056  85.726941      51.394471    
80.500000 65.500000 0.500000 70.834396     -0.81950  90.650980      50.526230    
85.500000 65.500000 0.500000 86.495598     -0.75125  95.575018      49.657989    
90.500000 65.500000 0.500000 529.451111      0.96909  100.49906      48.789748    
95.500000 65.500000 0.500000 570.859009      1.13232  105.42310      47.921507    
0.500000 70.500000 0.500000 43.395000     -0.93945  12.734600      69.342123    
5.500000 70.500000 0.500000 139.626694     -0.40905  17.658639      68.473882    
10.500000 70.500000 0.500000 433.512207      0.69429  22.582678      67.605641    
15.500000 70.500000 0.500000 579.325500      1.16876  27.506717      66.737400    
20.500000 70.500000 0.500000 908.198914      2.13821  32.430755      65.869159    
25.500000 70.500000 0.500000 186.937805     -0.20509  37.354794      65.000918    
30.500000 70.500000 0.500000 0.000000     -1.76538  42.278833      64.132677    
35.500000 70.500000 0.500000 0.000000     -1.79597  47.202872      63.264436    
40.500000 70.500000 0.500000 6.222200     -1.44842  52.126910      62.396195    
45.500000 70.500000 0.500000 53.447800     -0.92014  57.050949      61.527955    
50.500000 70.500000 0.500000 167.692200     -0.29565  61.974988      60.659714    
55.500000 70.500000 0.500000 196.081100     -0.16683  66.899027      59.791473    
60.500000 70.500000 0.500000 361.397797      0.49231  71.823066      58.923232    
65.500000 70.500000 0.500000 530.489990      0.98933  76.747104      58.054991    
70.500000 70.500000 0.500000 475.320007      0.83716  81.671143      57.186750    
75.500000 70.500000 0.500000 241.837799      0.07213  86.595182      56.318509    
80.500000 70.500000 0.500000 356.615601      0.47120  91.519221      55.450268    
85.500000 70.500000 0.500000 472.474487      0.81077  96.443259      54.582028    
90.500000 70.500000 0.500000 289.886688      0.25658  101.36730      53.713787    
95.500000 70.500000 0.500000 160.438904     -0.32194  106.29134      52.845546    
0.500000 75.500000 0.500000 200.315002     -0.14147  13.602841      74.266161    
5.500000 75.500000 0.500000 102.375603     -0.63950  18.526880      73.397920    
10.500000 75.500000 0.500000 187.101105     -0.19870  23.450919      72.529680    
15.500000 75.500000 0.500000 594.633423      1.19394  28.374957      71.661439    
20.500000 75.500000 0.500000 637.747803      1.31801  33.298996      70.793198    
25.500000 75.500000 0.500000 0.000000     -1.82833  38.223035      69.924957    
30.500000 75.500000 0.500000 0.000000     -1.86273  43.147074      69.056716    
35.500000 75.500000 0.500000 11.032200     -1.30322  48.071113      68.188475    
40.500000 75.500000 0.500000 112.765602     -0.57174  52.995151      67.320234    
45.500000 75.500000 0.500000 400.736694      0.62419  57.919190      66.451993    
50.500000 75.500000 0.500000 443.401093      0.72655  62.843229      65.583752    
55.500000 75.500000 0.500000 471.752197      0.80209  67.767268      64.715512    
60.500000 75.500000 0.500000 344.989990      0.42272  72.691306      63.847271    
65.500000 75.500000 0.500000 282.286713      0.23720  77.615345      62.979030    
70.500000 75.500000 0.500000 269.575592      0.15414  82.539384      62.110789    
75.500000 75.500000 0.500000 344.885590      0.41588  87.463423      61.242548    
80.500000 75.500000 0.500000 475.114502      0.82830  92.387461      60.374307    
85.500000 75.500000 0.500000 544.807922      1.02048  97.311500      59.506066    
90.500000 75.500000 0.500000 596.428894      1.21991  102.23554      58.637825    
95.500000 75.500000 0.500000 200.982193     -0.12882  107.15958      57.769585    
0.500000 80.500000 0.500000 101.898300     -0.64720  14.471082      79.190200    
5.500000 80.500000 0.500000 99.077797     -0.66274  19.395121      78.321959    
10.500000 80.500000 0.500000 179.413300     -0.25658  24.319160      77.453718    
15.500000 80.500000 0.500000 554.612183      1.07472  29.243198      76.585477    
20.500000 80.500000 0.500000 276.581085      0.18593  34.167237      75.717237    
25.500000 80.500000 0.500000 0.000000     -2.28182  39.091276      74.848996    
30.500000 80.500000 0.500000 0.000000     -1.70874  44.015315      73.980755    
35.500000 80.500000 0.500000 0.885600     -1.60953  48.939353      73.112514    
40.500000 80.500000 0.500000 214.998901     -0.04074  53.863392      72.244273    
45.500000 80.500000 0.500000 349.211090      0.45029  58.787431      71.376032    
50.500000 80.500000 0.500000 383.953308      0.57913  63.711470      70.507791    
55.500000 80.500000 0.500000 71.201103     -0.81077  68.635509      69.639550    
60.500000 80.500000 0.500000 208.059998     -0.08470  73.559547      68.771309    
65.500000 80.500000 0.500000 325.918915      0.35512  78.483586      67.903069    
70.500000 80.500000 0.500000 655.867798      1.34849  83.407625      67.034828    
75.500000 80.500000 0.500000 230.694397      0.02193  88.331664      66.166587    
80.500000 80.500000 0.500000 250.077805      0.08470  93.255702      65.298346    
85.500000 80.500000 0.500000 294.077789      0.27606  98.179741      64.430105    
90.500000 80.500000 0.500000 180.245605     -0.25011  103.10378      63.561864    
95.500000 80.500000 0.500000 124.233398     -0.49940  108.02782      62.693623    
0.500000 85.500000 0.500000 42.384998     -0.96909  15.339323      84.114239    
5.500000 85.500000 0.500000 95.226700     -0.68634  20.263362      83.245998    
10.500000 85.500000 0.500000 294.558899      0.28258  25.187400      82.377757    
15.500000 85.500000 0.500000 579.844421      1.18126  30.111439      81.509516    
20.500000 85.500000 0.500000 463.066589      0.77642  35.035478      80.641275    
25.500000 85.500000 0.500000 0.000000     -2.13821  39.959517      79.773034    
30.500000 85.500000 0.500000 0.000000     -1.98181  44.883556      78.904794    
35.500000 85.500000 0.500000 1.255600     -1.58706  49.807594      78.036553    
40.500000 85.500000 0.500000 333.195496      0.38195  54.731633      77.168312    
45.500000 85.500000 0.500000 65.441101     -0.88251  59.655672      76.300071    
50.500000 85.500000 0.500000 123.779999     -0.50651  64.579711      75.431830    
55.500000 85.500000 0.500000 113.837799     -0.55704  69.503749      74.563589    
60.500000 85.500000 0.500000 66.779999     -0.85509  74.427788      73.695348    
65.500000 85.500000 0.500000 391.724487      0.60904  79.351827      72.827107    
70.500000 85.500000 0.500000 86.783302     -0.74297  84.275866      71.958866    
75.500000 85.500000 0.500000 219.607803     -0.01567  89.199904      71.090626    
80.500000 85.500000 0.500000 372.963287      0.52800  94.123943      70.222385    
85.500000 85.500000 0.500000 106.779999     -0.61660  99.047982      69.354144    
90.500000 85.500000 0.500000 27.664400     -1.08595  103.97202      68.485903    
95.500000 85.500000 0.500000 132.472198     -0.45724  108.89606      67.617662    
0.500000 90.500000 0.500000 208.494995     -0.07213  16.207564      89.038278    
5.500000 90.500000 0.500000 281.403290      0.22433  21.131603      88.170037    
10.500000 90.500000 0.500000 249.135605      0.07841  26.055641      87.301796    
15.500000 90.500000 0.500000 850.858887      1.98181  30.979680      86.433555    
20.500000 90.500000 0.500000 442.529999      0.71842  35.903719      85.565314    
25.500000 90.500000 0.500000 18.626699     -1.14430  40.827758      84.697073    
30.500000 90.500000 0.500000 0.015600     -1.68236  45.751796      83.828832    
35.500000 90.500000 0.500000 41.308899     -0.97916  50.675835      82.960591    
40.500000 90.500000 0.500000 121.901100     -0.52081  55.599874      82.092351    
45.500000 90.500000 0.500000 175.411102     -0.26956  60.523913      81.224110    
50.500000 90.500000 0.500000 204.263397     -0.09729  65.447951      80.355869    
55.500000 90.500000 0.500000 138.891098     -0.42272  70.371990      79.487628    
60.500000 90.500000 0.500000 142.233307     -0.40225  75.296029      78.619387    
65.500000 90.500000 0.500000 214.498901     -0.04702  80.220068      77.751146    
70.500000 90.500000 0.500000 39.972198     -0.98933  85.144107      76.882905    
