With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.51714516     0.48224567    
30.500000 80.500000 0.500000 0.000000     -1.70874  33.290830      79.386527    
35.500000 80.500000 0.500000 0.885600     -1.60953  38.287784      79.212029    
40.500000 80.500000 0.500000 214.998901     -0.04074  43.284738      79.037532    
45.500000 80.500000 0.500000 349.211090      0.45029  48.281692      78.863034    
50.500000 80.500000 0.500000 383.953308      0.57913  53.278646      78.688537    
55.500000 80.500000 0.500000 71.201103     -0.81077  58.275600      78.514040    
60.500000 80.500000 0.500000 208.059998     -0.08470  63.272554      78.339542    
65.500000 80.500000 0.500000 325.918915      0.35512  68.269509      78.165045    
70.500000 80.500000 0.500000 655.867798      1.34849  73.266463      77.990547    
75.500000 80.500000 0.500000 230.694397      0.02193  78.263417      77.816050    
80.500000 80.500000 0.500000 250.077805      0.08470  83.260371      77.641552    
85.500000 80.500000 0.500000 294.077789      0.27606  88.257325      77.467055    
90.500000 80.500000 0.500000 180.245605     -0.25011  93.254279      77.292557    
95.500000 80.500000 0.500000 124.233398     -0.49940  98.251233      77.118060    
0.500000 85.500000 0.500000 42.384998     -0.96909  3.4836024      85.430466    
5.500000 85.500000 0.500000 95.226700     -0.68634  8.4805565      85.255968    
10.500000 85.500000 0.500000 294.558899      0.28258  13.477511      85.081471    
15.500000 85.500000 0.500000 579.844421      1.18126  18.474465      84.906974    
20.500000 85.500000 0.500000 463.066589      0.77642  23.471419      84.732476    
25.500000 85.500000 0.500000 0.000000     -2.13821  28.468373      84.557979    
30.500000 85.500000 0.500000 0.000000     -1.98181  33.465327      84.383481    
35.500000 85.500000 0.500000 1.255600     -1.58706  38.462281      84.208984    
40.500000 85.500000 0.500000 333.195496      0.38195  43.459235      84.034486    
45.500000 85.500000 0.500000 65.441101     -0.88251  48.456190      83.859989    
50.500000 85.500000 0.500000 123.779999     -0.50651  53.453144      83.685491    
55.500000 85.500000 0.500000 113.837799     -0.55704  58.450098      83.510994    
60.500000 85.500000 0.500000 66.779999     -0.85509  63.447052      83.336496    
65.500000 85.500000 0.500000 391.724487      0.60904  68.444006      83.161999    
70.500000 85.500000 0.500000 86.783302     -0.74297  73.440960      82.987501    
75.500000 85.500000 0.500000 219.607803     -0.01567  78.437914      82.813004    
80.500000 85.500000 0.500000 372.963287      0.52800  83.434869      82.638506    
85.500000 85.500000 0.500000 106.779999     -0.61660  88.431823      82.464009    
90.500000 85.500000 0.500000 27.664400     -1.08595  93.428777      82.289511    
95.500000 85.500000 0.500000 132.472198     -0.45724  98.425731      82.115014    
0.500000 90.500000 0.500000 208.494995     -0.07213  3.6580998      90.427420    
5.500000 90.500000 0.500000 281.403290      0.22433  8.6550540      90.252923    
10.500000 90.500000 0.500000 249.135605      0.07841  13.652008      90.078425    
15.500000 90.500000 0.500000 850.858887      1.98181  18.648962      89.903928    
20.500000 90.500000 0.500000 442.529999      0.71842  23.645916      89.729430    
25.500000 90.500000 0.500000 18.626699     -1.14430  28.642871      89.554933    
30.500000 90.500000 0.500000 0.015600     -1.68236  33.639825      89.380435    
35.500000 90.500000 0.500000 41.308899     -0.97916  38.636779      89.205938    
40.500000 90.500000 0.500000 121.901100     -0.52081  43.633733      89.031440    
45.500000 90.500000 0.500000 175.411102     -0.26956  48.630687      88.856943    
50.500000 90.500000 0.500000 204.263397     -0.09729  53.627641      88.682445    
55.500000 90.500000 0.500000 138.891098     -0.42272  58.624595      88.507948    
60.500000 90.500000 0.500000 142.233307     -0.40225  63.621549      88.333450    
65.500000 90.500000 0.500000 214.498901     -0.04702  68.618504      88.158953    
70.500000 90.500000 0.500000 39.972198     -0.98933  73.615458      87.984455    
75.500000 90.500000 0.500000 37.512199     -1.00999  78.612412      87.809958    
